Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
English,Level 8,Language,Language for interacting with others,VC2E8LA01,Understand how language shapes relationships and roles,,"Understanding that group identities are formed through language that reflects shared values, beliefs and behaviours, and through language choices that engender solidarity, such as specialist terminology, acronyms and terms of address (for example, teenage groups and sportspeople have adopted particular words and ways of communicating)"
English,Level 8,Language,Language for interacting with others,VC2E8LA01,Understand how language shapes relationships and roles,,Investigating the Australian Institute of Aboriginal and Torres Strait Islander Studies (AIATSIS) Map of Indigenous Australia and identifying language names that inform relationships to Country/Place
English,Level 8,Language,Language for interacting with others,VC2E8LA02,Understand how language features such as simile and metaphor can add layers of meaning to the language of evaluation and substantiation,,"Identifying how authors use rhetorical devices that reveal the dark or serious aspects of a topic in humorous or amusing ways; for example, by making a statement but implying or meaning the opposite (irony), exaggerating or overstating something (hyperbole), imitating or mocking something (parody), and making something appear less serious than it really is (understatement)"
English,Level 8,Language,Text structure and organisation,VC2E8LA03,"Explain how texts are structured depending on their purpose and how language features vary, recognising that some texts are hybrids",,"Recognising how texts such as critical responses to texts, expositions, text interpretations and discussions are typically structured to achieve their purpose"
English,Level 8,Language,Text structure and organisation,VC2E8LA03,"Explain how texts are structured depending on their purpose and how language features vary, recognising that some texts are hybrids",,"Discussing how the placement of images and written text in a linear or non-linear way, such as in online texts, is used differently in a variety of texts for specific purposes"
English,Level 8,Language,Text structure and organisation,VC2E8LA03,"Explain how texts are structured depending on their purpose and how language features vary, recognising that some texts are hybrids",,"Explaining the structure and language features of texts (such as narratives, literary recounts, memoirs, drama scripts, types of poems, formal speeches, comparisons, creative responses, discussions and debates) and explaining how these structures and language features support their purpose"
English,Level 8,Language,Text structure and organisation,VC2E8LA04,"Understand how cohesion in texts is improved by strengthening internal structures and sequence, with evidence, quotations and substantiation of claims",,"Writing paragraphs of extended length that explain, substantiate and exemplify a particular viewpoint"
English,Level 8,Language,Language for expressing and developing ideas,VC2E8LA05,"Examine a variety of clause structures, including embedded clauses, that add information and expand ideas in sentences",,Evaluating how speechmakers influence audiences through embedded clauses to add information
English,Level 8,Language,Language for expressing and developing ideas,VC2E8LA05,"Examine a variety of clause structures, including embedded clauses, that add information and expand ideas in sentences",,Exploring how clauses and embedded clauses can be used to express ideas more succinctly
English,Level 8,Language,Language for expressing and developing ideas,VC2E8LA06,Understand the effect of nominalisation in texts,,"Highlighting examples of nominalisation in a range of texts, including informative texts, and explaining the impact on content and tone"
English,Level 8,Language,Language for expressing and developing ideas,VC2E8LA06,Understand the effect of nominalisation in texts,,Nominalising relevant verbs in a series of sentences and discussing the impact of the change in tone on potential audiences
English,Level 8,Language,Language for expressing and developing ideas,VC2E8LA07,"Explore how still images, moving images and sound use intertextual references to enhance and layer meaning",,"Identifying intertextual references in advertisements and discussing their impact on layering meaning, for example the interrelationship of words and images or words and sound"
English,Level 8,Language,Language for expressing and developing ideas,VC2E8LA08,Examine the role and use of academic vocabulary,,"Identifying the vocabulary of academic report writing on a topic, for example the use of words such as ‘evidence’, ‘consequence’, ‘contradiction’ and ‘acknowledge’ for the topic ‘sustainability’"
English,Level 8,Language,Language for expressing and developing ideas,VC2E8LA08,Examine the role and use of academic vocabulary,,"Comparing and contrasting vocabulary choices in academic texts, considering how they are used to communicate precise information or convey abstract ideas"
English,Level 8,Language,Language for expressing and developing ideas,VC2E8LA09,"Understand and use punctuation conventions, including semicolons and dashes, to extend ideas and support meaning",,"Creating dialogue in a drama or play, showing interruptions, asides and pauses for effect"
English,Level 8,Literature,Literature and contexts,VC2E8LE01,"Explain the ways that ideas, issues and points of view in literary texts drawn from diverse historical, cultural and social contexts by Aboriginal and Torres Strait Islander authors, and a wide range of Australian and world authors, may represent the values of individuals and groups",,"Discussing representations of characters from historical contexts in literary texts; for example, discussing the romantic representation of the Australian swagman and the values it reflects"
English,Level 8,Literature,Literature and contexts,VC2E8LE01,"Explain the ways that ideas, issues and points of view in literary texts drawn from diverse historical, cultural and social contexts by Aboriginal and Torres Strait Islander authors, and a wide range of Australian and world authors, may represent the values of individuals and groups",,Explaining attitudes and ideas about the natural world in literary texts drawn from contexts different to their own
English,Level 8,Literature,Engaging with and responding to literature,VC2E8LE02,"Explore opinions about the language features, literary devices and text structures that contribute to the styles of literary texts",,Comparing reviews of a literary text and evaluating opinions that challenge or support their personal opinions
English,Level 8,Literature,Engaging with and responding to literature,VC2E8LE02,"Explore opinions about the language features, literary devices and text structures that contribute to the styles of literary texts",,"Reflecting on and evaluating opinions and arguments about aspects of literary texts, including characterisation, setting and plot"
English,Level 8,Literature,Engaging with and responding to literature,VC2E8LE03,Explain how language and still and moving images in a range of literary texts influence an audience’s response to and formation of social and/or ethical positions,,Discussing how a complex picture book combines words and images to position readers to respond
English,Level 8,Literature,Engaging with and responding to literature,VC2E8LE03,Explain how language and still and moving images in a range of literary texts influence an audience’s response to and formation of social and/or ethical positions,,Sharing opinions about how a film positions the viewer to respond to a character
English,Level 8,Literature,Examining literature,VC2E8LE04,Identify intertextual references in literary texts and explain how the references enable new understandings,,Identifying intertextual references through allusion or quotation in written texts and discussing how knowledge of other texts influences the reader’s understanding and appreciation
English,Level 8,Literature,Examining literature,VC2E8LE05,"Explore how language features such as sentence patterns create tone and voice, and how literary devices such as imagery create meaning and aesthetic qualities in literary texts",,Recognising that tone is influenced when an author uses active or passive voice
English,Level 8,Literature,Examining literature,VC2E8LE05,"Explore how language features such as sentence patterns create tone and voice, and how literary devices such as imagery create meaning and aesthetic qualities in literary texts",,"Examining how writers use tense and relatively simple language choices or more elaborate and complex syntax, and how these influence meaning"
English,Level 8,Literature,Examining literature,VC2E8LE05,"Explore how language features such as sentence patterns create tone and voice, and how literary devices such as imagery create meaning and aesthetic qualities in literary texts",,"Recognising that Aboriginal and Torres Strait Islander authors use words and language to set tone when writing or speaking about specific themes, for example words used to set the tone when writing or speaking about Country"
English,Level 8,Literature,Creating literature,VC2E8LE06,Create texts that experiment with literary language features and literary devices for particular purposes and effects,,Creating short stories focusing on characters and dialogue
English,Level 8,Literature,Creating literature,VC2E8LE06,Create texts that experiment with literary language features and literary devices for particular purposes and effects,,Combining literary devices to evoke a reader response
