Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
English,Level 2,Language,Language for interacting with others,VC2E2LA01,"Explore how interpersonal language choices vary depending on the context, including the different roles taken on in interactions",,Exploring culturally specific greetings and expressions of politeness
English,Level 2,Language,Language for interacting with others,VC2E2LA01,"Explore how interpersonal language choices vary depending on the context, including the different roles taken on in interactions",,"Exploring Aboriginal and Torres Strait Islander cultural protocols in Welcome to Country and Acknowledgement of Country, and the greeting words used by Victorian Aboriginal Peoples"
English,Level 2,Language,Language for interacting with others,VC2E2LA01,"Explore how interpersonal language choices vary depending on the context, including the different roles taken on in interactions",,Exploring how familiarity with a group or individual influences language choices
English,Level 2,Language,Language for interacting with others,VC2E2LA02,Explore how language can be used for appreciating texts and providing reasons for preferences,,"Exploring how language is used to appreciate texts using more precise vocabulary, for example ‘I liked how the author described the setting because …’"
English,Level 2,Language,Language for interacting with others,VC2E2LA02,Explore how language can be used for appreciating texts and providing reasons for preferences,,"Exploring verbs used to express degree of preference, for example ‘liked’, ‘preferred’ and ‘enjoyed’"
English,Level 2,Language,Text structure and organisation,VC2E2LA03,Identify how different types of texts across the curriculum are organised differently and use language features depending on purposes,,"Identifying the typical features of a text, for example a typical introduction to a narrative or the use of dot points in instructions"
English,Level 2,Language,Text structure and organisation,VC2E2LA03,Identify how different types of texts across the curriculum are organised differently and use language features depending on purposes,,"Identifying that different types of texts might have different forms; for example, an expression of opinion might be in the form of a poster, email or brochure"
English,Level 2,Language,Text structure and organisation,VC2E2LA03,Identify how different types of texts across the curriculum are organised differently and use language features depending on purposes,,"Identifying the organisation and language features in texts such as narratives, recounts, information reports, simple procedures, expression of opinion and responses to texts (including poetry), and discussing their purposes"
English,Level 2,Language,Text structure and organisation,VC2E2LA04,Understand how texts are made cohesive by using personal and possessive pronouns and by omitting words that can be inferred,,"Identifying language used to build information across a text, for example by connecting similar and dissimilar things"
English,Level 2,Language,Text structure and organisation,VC2E2LA04,Understand how texts are made cohesive by using personal and possessive pronouns and by omitting words that can be inferred,,"Mapping examples of word associations in texts, for example words that refer to the main character in a story, such as ‘Isy’, ‘she’, ‘I’, ‘sister’, ‘student’"
English,Level 2,Language,Text structure and organisation,VC2E2LA04,Understand how texts are made cohesive by using personal and possessive pronouns and by omitting words that can be inferred,,"Tracking how a person or thing is identified through a section of a text, for example ‘eggs’, ‘they’, ‘them’"
English,Level 2,Language,Text structure and organisation,VC2E2LA04,Understand how texts are made cohesive by using personal and possessive pronouns and by omitting words that can be inferred,,"Identifying words left out that can be inferred from the surrounding text; for example, in ‘Xanthe went to school. She had a lovely day’, ‘at school’ is inferred"
English,Level 2,Language,Text structure and organisation,VC2E2LA04,Understand how texts are made cohesive by using personal and possessive pronouns and by omitting words that can be inferred,,Using personal and possessive pronouns to link entities previously mentioned in the text
English,Level 2,Language,Text structure and organisation,VC2E2LA05,"Navigate print and digital texts using chapters, tables of contents, indexes, sidebar menus, drop-down menus or links",,"Recognising how numbered chapters, organisation of tables of contents and alphabetical order of indexes operate to support access to information"
English,Level 2,Language,Text structure and organisation,VC2E2LA05,"Navigate print and digital texts using chapters, tables of contents, indexes, sidebar menus, drop-down menus or links",,Exploring how the navigation tools of different websites can be used to locate information
English,Level 2,Language,Language for expressing and developing ideas,VC2E2LA06,Understand that connections can be made between ideas by using a compound sentence with 2 or more independent clauses usually linked by a coordinating conjunction,,"Using coordinating conjunctions (for example, ‘and’, ‘but’ and ‘so’) to construct compound sentences (for example, ‘The wolf huffed / and he puffed / and he blew the house down!’)"
English,Level 2,Language,Language for expressing and developing ideas,VC2E2LA07,"Understand that in sentences, nouns may be extended into noun groups using articles and adjectives, and verbs may be expressed as verb groups",,"Identifying nouns that refer to people, places, concrete objects and ideas in sentences, and identifying the articles and adjectives that extend those nouns"
English,Level 2,Language,Language for expressing and developing ideas,VC2E2LA07,"Understand that in sentences, nouns may be extended into noun groups using articles and adjectives, and verbs may be expressed as verb groups",,"Building extended noun groups using articles and adjectives, for example ‘the longest side’"
English,Level 2,Language,Language for expressing and developing ideas,VC2E2LA07,"Understand that in sentences, nouns may be extended into noun groups using articles and adjectives, and verbs may be expressed as verb groups",,"Building extended verb groups using verbs, for example ‘gently touched’"
English,Level 2,Language,Language for expressing and developing ideas,VC2E2LA07,"Understand that in sentences, nouns may be extended into noun groups using articles and adjectives, and verbs may be expressed as verb groups",,"Investigating how noun groups can be built up by asking questions about the noun such as ‘How many?’, ‘What’s it like?’ and ‘What type?’, for example ‘two pairs of old walking shoes’"
English,Level 2,Language,Language for expressing and developing ideas,VC2E2LA08,Understand that images and sound add to or multiply the meanings of a text,,"Identifying images and graphics in a text that add ideas or information not included in the written text, for example a map or table in a factual text or an illustration in a story that gives clues about the setting"
English,Level 2,Language,Language for expressing and developing ideas,VC2E2LA08,Understand that images and sound add to or multiply the meanings of a text,,"Identifying visual representations of characters’ actions, reactions, speech and thought processes in narratives, and considering how these images add to or multiply the meaning of accompanying words"
English,Level 2,Language,Language for expressing and developing ideas,VC2E2LA09,Apply learnt vocabulary and begin to make conscious choices to suit the topic,,Selecting vocabulary appropriate to the topic to replace everyday language
