Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 1 and 2,Exploring,,VC2AVA2E01,"Explore where, when, why and how people across cultures, communities, times, places and/or other contexts experience visual arts, including artworks created by Aboriginal and Torres Strait Islander Peoples",,"Using viewpoints to explore and/or develop questions to investigate ideas and understandings about artworks, craft works or designs, such as ‘What do I think is the story in this artwork?’ and ‘What do I recognise in this artwork?’"
Levels 1 and 2,Exploring,,VC2AVA2E01,"Explore where, when, why and how people across cultures, communities, times, places and/or other contexts experience visual arts, including artworks created by Aboriginal and Torres Strait Islander Peoples",,"Using viewpoints to explore and/or develop questions about an artist and their practice; for example, using protocols such as ‘See, Think, Wonder’ to generate questions such as ‘Who is the artist?’, ‘When and where was this artwork created?’ and ‘What materials and techniques might this artist have used?’"
Levels 1 and 2,Exploring,,VC2AVA2E01,"Explore where, when, why and how people across cultures, communities, times, places and/or other contexts experience visual arts, including artworks created by Aboriginal and Torres Strait Islander Peoples",,"Investigating a diverse range of artworks made by living Australian artists, for example artworks from a local, regional, state or national collection"
Levels 1 and 2,Exploring,,VC2AVA2E01,"Explore where, when, why and how people across cultures, communities, times, places and/or other contexts experience visual arts, including artworks created by Aboriginal and Torres Strait Islander Peoples",,"Exploring when, where, how and why Aboriginal and Torres Strait Islander Peoples use visual arts, crafts and designs to share knowledge about cultures, for example during, but not limited to, celebrations such as National Aboriginal and Torres Strait Islander Children's Day, National Aborigines and Islanders Day Observance Committee (NAIDOC) Week and National Reconciliation Week or to acknowledge significant occasions such as National Sorry Day"
Levels 1 and 2,Exploring,,VC2AVA2E01,"Explore where, when, why and how people across cultures, communities, times, places and/or other contexts experience visual arts, including artworks created by Aboriginal and Torres Strait Islander Peoples",,"Identifying similarities and differences in artworks that represent subject matter or ideas they may be exploring in other learning areas; for example, exploring artworks that represent significant events from different times"
Levels 1 and 2,Exploring,,VC2AVA2E01,"Explore where, when, why and how people across cultures, communities, times, places and/or other contexts experience visual arts, including artworks created by Aboriginal and Torres Strait Islander Peoples",,"Observing how visual conventions are used in artworks and designs created by Aboriginal and Torres Strait Islander Peoples, for example by exploring colours, symbols and patterns used in artworks, with representatives of Aboriginal and Torres Strait Islander communities or through resources that are created or co-created by Aboriginal and Torres Strait Islander Peoples"
Levels 1 and 2,Developing Practices,,VC2AVA2D01,"Explore ways of using visual conventions, visual arts processes and materials",,"Using viewpoints to develop thinking routines and to reflect on their arts experiences, for example ‘What was challenging about working in a limited timeframe?’, ‘What was something new that I discovered about the material?’ and ‘What failures led to new discoveries?’"
Levels 1 and 2,Developing Practices,,VC2AVA2D01,"Explore ways of using visual conventions, visual arts processes and materials",,"Playing with a range of natural and/or constructed materials to experiment with visual conventions and visual arts processes; for example, creating mud sculptures or using sticks, leaves and playdough to explore texture"
Levels 1 and 2,Developing Practices,,VC2AVA2D01,"Explore ways of using visual conventions, visual arts processes and materials",,"Examining artworks and trialling layering as a way of building surfaces, colour, texture and interest; for example, experimenting to create a layered world with pastels, then watercolour, ink and wax, and identifying how each material could be used in a future artwork once the experiment is complete"
Levels 1 and 2,Developing Practices,,VC2AVA2D01,"Explore ways of using visual conventions, visual arts processes and materials",,"Exploring visual conventions using a wide range of materials, for example by creating lines using media such as pastels, chalk, paint, ripped paper, textiles and markers, or going on a ‘line hunt’ to identify and photograph the different lines they see around their school environment using a digital camera or creating rubbings"
