Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K01,"The classification of water as a renewable resource, the forms that it takes as a resource in the water cycle, and the ways in which flows of water connect and change places",,"Describing how water is an available resource when it is groundwater, soil moisture (green water), and surface water in dams, rivers and lakes (blue water) and a potential resource when it exists as salt water, ice and water vapour, and describing how these are connected through the water cycle"
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K01,"The classification of water as a renewable resource, the forms that it takes as a resource in the water cycle, and the ways in which flows of water connect and change places",,"Classifying resources as renewable, non-renewable or continuous, identifying examples of each type and debating what makes water a renewable resource"
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K01,"The classification of water as a renewable resource, the forms that it takes as a resource in the water cycle, and the ways in which flows of water connect and change places",,"Explaining how the movement of water – such as groundwater, soil moisture (green water), and surface water in dams, rivers and lakes (blue water) – through the environment connects places"
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K01,"The classification of water as a renewable resource, the forms that it takes as a resource in the water cycle, and the ways in which flows of water connect and change places",,"Explaining the environmental, economic or social impacts of water as it connects places, for example the environmental impacts of water diversion in the Snowy Mountains, the economic impacts of irrigation in the Ord River or the social impacts of the Mutitjulu Waterhole connecting Aboriginal and Torres Strait Islander Peoples in Central Australia"
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K01,"The classification of water as a renewable resource, the forms that it takes as a resource in the water cycle, and the ways in which flows of water connect and change places",,"Explaining how moving water changes places; for example, moving water causes soil and rock erosion or cuts valleys into mountains"
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K01,"The classification of water as a renewable resource, the forms that it takes as a resource in the water cycle, and the ways in which flows of water connect and change places",,"Investigating the flows of water in a large river basin, and the environmental and economic impacts of upstream water use on downstream places, using examples such as the Nile River, the Tigris–Euphrates river system and the Murray–Darling Basin"
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K02,"The environmental, economic, cultural, spiritual and aesthetic uses and value of water, including for Aboriginal and Torres Strait Islander Peoples and peoples of the Asia region",,"Explaining why environmental flows are an essential use of water, for example streams and rivers that support aquatic life, communities, irrigation farming and tourism activities"
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K02,"The environmental, economic, cultural, spiritual and aesthetic uses and value of water, including for Aboriginal and Torres Strait Islander Peoples and peoples of the Asia region",,Describing the economic uses of water and the recreational value of aquatic landscapes
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K02,"The environmental, economic, cultural, spiritual and aesthetic uses and value of water, including for Aboriginal and Torres Strait Islander Peoples and peoples of the Asia region",,"Exploring the material, cultural and spiritual meanings associated with rivers, waterways, waterholes, seas, lakes, soaks and springs for Aboriginal and Torres Strait Islander Peoples"
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K02,"The environmental, economic, cultural, spiritual and aesthetic uses and value of water, including for Aboriginal and Torres Strait Islander Peoples and peoples of the Asia region",,"Examining bays, rivers, waterfalls or lakes in Australia and in countries of Asia that have been listed as either World Heritage sites or national parks for their aesthetic and cultural value"
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K02,"The environmental, economic, cultural, spiritual and aesthetic uses and value of water, including for Aboriginal and Torres Strait Islander Peoples and peoples of the Asia region",,Investigating the spiritual significance of water in an Asian culture
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K03,The distribution and variability of Australia’s water resources and the forecasted impacts of climate change on them,,"Using the concept of the water balance to compare the contribution of rainfall, run-off and evaporation to the availability of water in Australia and other continents"
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K03,The distribution and variability of Australia’s water resources and the forecasted impacts of climate change on them,,"Describing the spatial distribution of Australia’s water resources and its implications for people, for example limited access to water for people in rural and remote places and its implications"
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K03,The distribution and variability of Australia’s water resources and the forecasted impacts of climate change on them,,"Explaining the factors that contribute to variability in water resources or water scarcity, for example location, climate, topography, seasonality and evaporation"
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K03,The distribution and variability of Australia’s water resources and the forecasted impacts of climate change on them,,Investigating forecasts of the impacts of climate change on water resources in Australia
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K03,The distribution and variability of Australia’s water resources and the forecasted impacts of climate change on them,,Understanding climate change and the forecasted impacts of climate change on water resources in Australia
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K04,"The nature of water scarcity and ways of overcoming it, with examples from Australia, and West Asia and/or North Africa",,"Identifying the causes of water scarcity, such as an absolute shortage of water, inadequate development of water resources or the ways in which water is used"
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K04,"The nature of water scarcity and ways of overcoming it, with examples from Australia, and West Asia and/or North Africa",,"Examining why water is a difficult resource to manage, for example because it is essential for human life, because it moves through the environment in different forms, because it has competing uses and because its supply is variable over time and space"
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K04,"The nature of water scarcity and ways of overcoming it, with examples from Australia, and West Asia and/or North Africa",,"Evaluating different strategies to overcome water scarcity (e.g. recycling, stormwater harvesting and re-use, desalination, interregional transfer of water, trade in virtual water and reducing water consumption) for their effectiveness and sustainability"
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K05,"The causes of, impacts of and responses to an atmospheric or hydrometeorological hazard",,"Explaining the physical causes and the temporal and spatial patterns of an atmospheric or hydrometeorological hazard through a study of droughts, storms, tropical cyclones or floods"
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K05,"The causes of, impacts of and responses to an atmospheric or hydrometeorological hazard",,"Explaining the economic, environmental and social impacts of the selected atmospheric or hydrometeorological hazard or hazard event on people and places, describing different community responses to the hazard or hazard event and identifying practices that increased the effectiveness of the response"
Levels 7 and 8,Geographical Knowledge and Understanding,Water in the world,VC2HG8K05,"The causes of, impacts of and responses to an atmospheric or hydrometeorological hazard",,"Reflecting on the principles of prevention, preparedness, response and recovery from the community and the government to explain how the impact of a hazard can be reduced"
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K06,"The environmental, economic, social and other measures used to evaluate places for their liveability, and the influence of liveability on where people live",,"Explaining how the economic, cultural, spiritual and aesthetic value of places influence choices about where to live, for example economic – working for industries located in remote and very remote places; cultural – connections for cultural groups; spiritual – meanings attributed to places; and aesthetic – ‘bright lights’ attraction or tree change"
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K06,"The environmental, economic, social and other measures used to evaluate places for their liveability, and the influence of liveability on where people live",,"Discussing the concept of liveability and the ways in which it is measured, and comparing objective measures (such as transport infrastructure, medical services and crime) with subjective measures (such as people’s perceptions of crime) using the Digital Twin Victoria platform"
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K06,"The environmental, economic, social and other measures used to evaluate places for their liveability, and the influence of liveability on where people live",,"Investigating the extent to which people’s choices of where to live are influenced by their income; place of employment; location of relatives, friends and community members; schools; lifestyle; and liveability"
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K06,"The environmental, economic, social and other measures used to evaluate places for their liveability, and the influence of liveability on where people live",,"Examining the influence of Country and Place, community, dispossession and forced relocation on where some Aboriginal and Torres Strait Islander Peoples live"
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K06,"The environmental, economic, social and other measures used to evaluate places for their liveability, and the influence of liveability on where people live",,"Examining the influence of environmental quality on decisions people make about where to live, for example clean land, air and water; views; recreation facilities; and favourable climate"
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K07,The distribution and influence of accessibility to services and facilities on people’s perceptions of the liveability of places,,"Comparing the distribution of, accessibility to and availability of a range of services and facilities (e.g. retail, education, health and entertainment services) in different types of residential areas (e.g. inner urban, outer urban, regional, rural and remote) in Australia"
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K07,The distribution and influence of accessibility to services and facilities on people’s perceptions of the liveability of places,,Examining the role of transportation in people’s ability to access services and participate in activities in the local area
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K07,The distribution and influence of accessibility to services and facilities on people’s perceptions of the liveability of places,,Comparing transportation and accessibility in Australian cities with transportation and accessibility in cities in the Asia region or Europe
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K07,The distribution and influence of accessibility to services and facilities on people’s perceptions of the liveability of places,,"Analysing the distribution of services and facilities in different types of settlements (e.g. using aerial images of contrasting places in Australia such as inner and outer suburbs, or rural and remote areas) to identify implications for people, such as access to services and availability of facilities"
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K08,The influence of environmental quality on people’s perceptions of the liveability of places,,Investigating the concept of environmental quality and how it can be measured by using resources such as the Environment Protection Authority statistics for Victoria
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K08,The influence of environmental quality on people’s perceptions of the liveability of places,,Surveying people about their perceptions of the environmental quality of their local area and its effect on liveability
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K08,The influence of environmental quality on people’s perceptions of the liveability of places,,Comparing other people’s perceptions of the environmental quality of their area with their own assessment
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K09,"The influence of social connectedness and community identity on people’s perceptions of the liveability of places, including the cultural connectedness of Aboriginal and Torres Strait Islander Peoples to Country and Place",,Using Australian Bureau of Statistics QuickStats and other data to examine the diversity of the local area population and the number of people living alone
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K09,"The influence of social connectedness and community identity on people’s perceptions of the liveability of places, including the cultural connectedness of Aboriginal and Torres Strait Islander Peoples to Country and Place",,Investigating the extent to which people in their place are socially connected or socially isolated and the effect of this on their perceptions of liveability
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K09,"The influence of social connectedness and community identity on people’s perceptions of the liveability of places, including the cultural connectedness of Aboriginal and Torres Strait Islander Peoples to Country and Place",,"Discussing the cultural connectedness and sense of belonging that Aboriginal and Torres Strait Islander Peoples have to Country and Place through family, sacred sites and employment and considering issues such as dispossession and relocation"
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K10,"How the concepts of space, environment and interconnection can be applied to evaluate the liveability of a place",,Explaining why accessibility belongs to the concept of space
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K10,"How the concepts of space, environment and interconnection can be applied to evaluate the liveability of a place",,Explaining the role of environmental quality in the liveability of a place
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K10,"How the concepts of space, environment and interconnection can be applied to evaluate the liveability of a place",,Explaining how the concept of interconnection can be used to evaluate the liveability of a place
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K11,Responses to enhance the liveability of places at a local scale,,"Investigating how a local government has developed a plan to improve the liveability of an area, such as a plan for traffic flow or provision of recycling centres"
Levels 7 and 8,Geographical Knowledge and Understanding,Place and liveability,VC2HG8K11,Responses to enhance the liveability of places at a local scale,,"Developing a specific proposal to improve an aspect of the liveability of their place, taking into account the needs of diverse groups in the community, including young people, elderly people, people with particular needs and Traditional Owners"
Levels 7 and 8,Geographical Knowledge and Understanding,Landforms and landscapes,VC2HG8K12,"Different types of landscapes, their distinctive landform features and their distribution in Australia",,"Representing the distribution of Australia’s distinctive landscapes, such as the deserts in Central Australia, and significant landforms, such as Uluru in Central Australia"
Levels 7 and 8,Geographical Knowledge and Understanding,Landforms and landscapes,VC2HG8K12,"Different types of landscapes, their distinctive landform features and their distribution in Australia",,"Identifying different types of landscapes (such as coastal, riverine, desert, mountain and karst) and describing their distribution in Australia"
Levels 7 and 8,Geographical Knowledge and Understanding,Landforms and landscapes,VC2HG8K12,"Different types of landscapes, their distinctive landform features and their distribution in Australia",,"Describing some of the different types of landforms within different types of landscapes, such as coastal (cliffs), riverine (meander), desert (mesa) or karst (cave)"
Levels 7 and 8,Geographical Knowledge and Understanding,Landforms and landscapes,VC2HG8K12,"Different types of landscapes, their distinctive landform features and their distribution in Australia",,"Identifying some iconic landforms in Australia and around the world, and describing what makes them iconic"
