Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 3 and 4,Geographical Knowledge and Understanding,Diversity of places and environments,VC2HG4K01,The relationships between people and their place and its environment,,Understanding human dependence on the environment as a source of resources and a sink for wastes
Levels 3 and 4,Geographical Knowledge and Understanding,Diversity of places and environments,VC2HG4K01,The relationships between people and their place and its environment,,Describing how vegetation supports people’s lives and wellbeing
Levels 3 and 4,Geographical Knowledge and Understanding,Diversity of places and environments,VC2HG4K01,The relationships between people and their place and its environment,,"Identifying the differences between the ecological seasonal calendars of Aboriginal and Torres Strait Islander Peoples and the European seasonal calendar, and discussing how different cultures perceive the environment differently"
Levels 3 and 4,Geographical Knowledge and Understanding,Diversity of places and environments,VC2HG4K01,The relationships between people and their place and its environment,,Using the Australian Institute of Aboriginal and Torres Strait Islander Studies (AIATSIS) Map of Indigenous of Australia and a map of rainfall in Australia to investigate the relationship between rainfall and the areal size of language groups
Levels 3 and 4,Geographical Knowledge and Understanding,Diversity of places and environments,VC2HG4K02,"Activities in the local place (such as retail, recreation, manufacturing, farming, education and commercial) and reasons for their location",,"Identifying activities in their place, locating them on a pictorial map and suggesting reasons for their location"
Levels 3 and 4,Geographical Knowledge and Understanding,Diversity of places and environments,VC2HG4K02,"Activities in the local place (such as retail, recreation, manufacturing, farming, education and commercial) and reasons for their location",,"Discussing whether accessibility to specific people influences where specific activities are located, for example accessibility to customers for retail shops or accessibility to young people for sports facilities"
Levels 3 and 4,Geographical Knowledge and Understanding,Diversity of places and environments,VC2HG4K03,"The importance of environments, including natural vegetation and water sources, to people and animals in Australia and on another continent",,"Identifying the main types of vegetation (including forest, savannah, grassland, woodland and desert) and exploring natural vegetation in Australia and another continent"
Levels 3 and 4,Geographical Knowledge and Understanding,Diversity of places and environments,VC2HG4K03,"The importance of environments, including natural vegetation and water sources, to people and animals in Australia and on another continent",,"Explaining how people’s connections with their environment can also be aesthetic, emotional and spiritual"
Levels 3 and 4,Geographical Knowledge and Understanding,Diversity of places and environments,VC2HG4K03,"The importance of environments, including natural vegetation and water sources, to people and animals in Australia and on another continent",,"Exploring strategies to protect particular environments that provide habitats for animals; for example, planting bird-attracting vegetation"
Levels 3 and 4,Geographical Knowledge and Understanding,Diversity of places and environments,VC2HG4K03,"The importance of environments, including natural vegetation and water sources, to people and animals in Australia and on another continent",,Identifying the importance of water to the environment and to sustaining the lives of people and animals
Levels 3 and 4,Geographical Knowledge and Understanding,Diversity of places and environments,VC2HG4K04,"The functions of vegetation in the environment and the characteristics, spatial distribution and location of the main types of vegetation in Australia and the world, such as forest, woodland, savannah, grassland and desert, including the uses of vegetation by Aboriginal and Torres Strait Islander Peoples",,"Exploring how vegetation produces the oxygen that all land animals (including people) breathe; protects land from erosion by water or wind; retains rainfall; provides habitats for animals; shelters crops and livestock; provides shade for people; cools urban places; produces medicines, wood and fibre; and creates attractive and calming environments"
Levels 3 and 4,Geographical Knowledge and Understanding,Diversity of places and environments,VC2HG4K04,"The functions of vegetation in the environment and the characteristics, spatial distribution and location of the main types of vegetation in Australia and the world, such as forest, woodland, savannah, grassland and desert, including the uses of vegetation by Aboriginal and Torres Strait Islander Peoples",,"Identifying the main types of vegetation (including forest, savannah, grassland, woodland and desert) and explaining the relationship between climate and vegetation"
