Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 1 and 2,Exploring,,VC2AMU2E01,"Explore where, when, why and how people across cultures, communities and other contexts experience music, including music composed and performed by Aboriginal and Torres Strait Islander Peoples",,"Exploring ways that people in their local community are making and experiencing music, using viewpoint questions such as ‘What instruments and voices can I hear?’ and ‘How is this music similar to or different from other music I listen to?’"
Levels 1 and 2,Exploring,,VC2AMU2E01,"Explore where, when, why and how people across cultures, communities and other contexts experience music, including music composed and performed by Aboriginal and Torres Strait Islander Peoples",,Listening to and talking about a variety of music that features instruments and/or voices from diverse contexts and cultures
Levels 1 and 2,Exploring,,VC2AMU2E01,"Explore where, when, why and how people across cultures, communities and other contexts experience music, including music composed and performed by Aboriginal and Torres Strait Islander Peoples",,"Describing shapes and patterns in music they have listened to, composed or performed; for example, clapping a repeating rhythmic pattern in a song"
Levels 1 and 2,Exploring,,VC2AMU2E01,"Explore where, when, why and how people across cultures, communities and other contexts experience music, including music composed and performed by Aboriginal and Torres Strait Islander Peoples",,Identifying where they might experience music in their lives and community and discussing their experiences
Levels 1 and 2,Exploring,,VC2AMU2E01,"Explore where, when, why and how people across cultures, communities and other contexts experience music, including music composed and performed by Aboriginal and Torres Strait Islander Peoples",,Identifying where and how they can experience music composed and/or performed by Aboriginal and Torres Strait Islander Peoples
Levels 1 and 2,Developing Practices,,VC2AMU2D01,Develop listening skills and skills for singing and playing instruments,,"Experimenting with their speaking and singing voices to create a range of expressive effects; for example, varying dynamics or exploring different ways of sliding, scooping, bending, snapping or blending to create mood and atmosphere"
Levels 1 and 2,Developing Practices,,VC2AMU2D01,Develop listening skills and skills for singing and playing instruments,,"Playing music games or taking part in activities to develop skills in listening, composing and performing"
Levels 1 and 2,Developing Practices,,VC2AMU2D01,Develop listening skills and skills for singing and playing instruments,,Participating in singing games or activities that involve pitch awareness or matching pitch
Levels 1 and 2,Developing Practices,,VC2AMU2D01,Develop listening skills and skills for singing and playing instruments,,Listening to features of music such as dynamics or articulation and replicating or varying what they hear
Levels 1 and 2,Developing Practices,,VC2AMU2D01,Develop listening skills and skills for singing and playing instruments,,"Playing games that involve repeating or extending a given idea, such as a melodic or rhythmic pattern"
Levels 1 and 2,Developing Practices,,VC2AMU2D01,Develop listening skills and skills for singing and playing instruments,,"Developing listening skills for specific purposes, such as listening to count-ins, listening to hear that their voice or part is blending when playing or singing with others, or being quiet when listening to music"
Levels 1 and 2,Creating,,VC2AMU2C01,Select and combine elements of music when composing and practising music for performance,,"Contributing to decisions about how to interpret the elements of music, such as tempo (duration/time), dynamics and/or articulation, when performing songs, chants, rhymes or instrumental music"
Levels 1 and 2,Creating,,VC2AMU2C01,Select and combine elements of music when composing and practising music for performance,,"Improvising and making decisions about how to combine sounds to create compositions by combining pitch and rhythm patterns, improvising melodies and drone accompaniments, and making decisions about instrumentation, articulation, texture and dynamics"
Levels 1 and 2,Creating,,VC2AMU2C01,Select and combine elements of music when composing and practising music for performance,,"Using voices and body percussion to create music that features contrasting examples of elements of music, such as sound/silence, fast/slow, long/short, high/low and loud/soft"
Levels 1 and 2,Creating,,VC2AMU2C01,Select and combine elements of music when composing and practising music for performance,,"Notating or documenting patterns or soundscapes; for example, using graphic notation and/or using an available device to record work in progress so that they can listen and make decisions about what to do next"
Levels 1 and 2,Presenting,,VC2AMU2P01,Sing and play music to communicate to audiences in informal settings,,Making decisions about how and where to sit or stand in a performance space in response to prompts such as ‘Can we see cues or signals from other performers or a conductor more easily if we are standing in curved or straight rows?’ or ‘Can we perform an instrumental part more accurately or comfortably when standing or sitting?’
Levels 1 and 2,Presenting,,VC2AMU2P01,Sing and play music to communicate to audiences in informal settings,,"Singing songs, performing chants or raps or playing instrumental music they have learnt or composed for an audience of peers and teachers"
Levels 1 and 2,Presenting,,VC2AMU2P01,Sing and play music to communicate to audiences in informal settings,,"Following agreed decisions about how the music should sound, such as using a singing voice rather than speaking voice, holding beaters or instruments in ways that produce clear and clean sound and performing at the agreed tempo"
Levels 1 and 2,Presenting,,VC2AMU2P01,Sing and play music to communicate to audiences in informal settings,,"Listening intentionally and respectfully during performances and, when invited, participating in the performance by using body percussion (clapping, tapping, stamping) or singing"
