Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 5 and 6,Exploring,,VC2ADR6E01,"Explore how drama can be used to communicate ideas, perspectives and dramatic meaning, drawing on works from a range of contexts, including from Aboriginal and Torres Strait Islander Peoples",,"Exploring physical and fictional contexts in which to create characters and relationships, contexts and situations; for example, asking viewpoint questions such as ‘How is the voice, movement, gesture and the body used to represent a character, situation or idea?’"
Levels 5 and 6,Exploring,,VC2ADR6E01,"Explore how drama can be used to communicate ideas, perspectives and dramatic meaning, drawing on works from a range of contexts, including from Aboriginal and Torres Strait Islander Peoples",,"Exploring the creation of characters and relationships, contexts and situations through the use of the expressive skills of energy, focus, facial expression, gesture, movement, stillness, silence and voice"
Levels 5 and 6,Exploring,,VC2ADR6E01,"Explore how drama can be used to communicate ideas, perspectives and dramatic meaning, drawing on works from a range of contexts, including from Aboriginal and Torres Strait Islander Peoples",,"Discussing how the use of expressive skills assists in conveying story, meaning and intention"
Levels 5 and 6,Exploring,,VC2ADR6E01,"Explore how drama can be used to communicate ideas, perspectives and dramatic meaning, drawing on works from a range of contexts, including from Aboriginal and Torres Strait Islander Peoples",,"Exploring drama from other places and times, including ceremonies or rituals that happen in other communities; for example, exploring traditional rituals, puppetry in Asian cultures or Aboriginal and Torres Strait Islander ceremonies"
Levels 5 and 6,Exploring,,VC2ADR6E02,Explore ways Aboriginal and Torres Strait Islander Peoples use drama to continue and revitalise cultures,,"Identifying and discussing the role of storytelling in Aboriginal and Torres Strait Islander cultural traditions, through direct engagement with community and Elders or using online resources created or co-created by community and Elders"
Levels 5 and 6,Developing Practices,,VC2ADR6D01,"Develop and document practices in expressive and performance skills, the elements of drama and design to communicate stories, narrative and dramatic meaning",,"Using viewpoints to ask questions in relation to developing drama, such as ‘How can I shape drama to express my point of view?’, ‘Why is this drama working successfully?’, ‘What am I doing creatively?’, ‘How do I feel about …?’ and ‘What would happen if …?’"
Levels 5 and 6,Developing Practices,,VC2ADR6D01,"Develop and document practices in expressive and performance skills, the elements of drama and design to communicate stories, narrative and dramatic meaning",,Developing characters and relationships in drama that consider contexts and situations from different perspectives
Levels 5 and 6,Developing Practices,,VC2ADR6D01,"Develop and document practices in expressive and performance skills, the elements of drama and design to communicate stories, narrative and dramatic meaning",,Imagining and developing a ‘new scene’ to include in a dramatic retelling of a known narrative or story
Levels 5 and 6,Developing Practices,,VC2ADR6D01,"Develop and document practices in expressive and performance skills, the elements of drama and design to communicate stories, narrative and dramatic meaning",,"Using improvisation or engaging with teacher-led process drama to compare different ways in which drama enables the creation of characters, action, relationships, contexts, meaning, intention, understanding and empathy"
Levels 5 and 6,Developing Practices,,VC2ADR6D01,"Develop and document practices in expressive and performance skills, the elements of drama and design to communicate stories, narrative and dramatic meaning",,Evaluating drama they experience through live performance and considering how they can use specific drama techniques in their own work
Levels 5 and 6,Developing Practices,,VC2ADR6D01,"Develop and document practices in expressive and performance skills, the elements of drama and design to communicate stories, narrative and dramatic meaning",,Documenting their work in a physical or electronic journal or other creative platform
Levels 5 and 6,Creating,,VC2ADR6C01,"Create devised and scripted drama that develops story and narrative using expressive and performance skills, styles, form and design areas",,"Exploring physical or fictional spaces to create characters and stories and to respond to ideas, themes and other stimulus material"
Levels 5 and 6,Creating,,VC2ADR6C01,"Create devised and scripted drama that develops story and narrative using expressive and performance skills, styles, form and design areas",,"Varying the expressive skill of voice using techniques such as projection, dynamics, pace, pause and pitch to create and communicate characters’ intentions"
Levels 5 and 6,Creating,,VC2ADR6C01,"Create devised and scripted drama that develops story and narrative using expressive and performance skills, styles, form and design areas",,Collaborating as a group to devise a short ensemble drama
Levels 5 and 6,Creating,,VC2ADR6C01,"Create devised and scripted drama that develops story and narrative using expressive and performance skills, styles, form and design areas",,"Researching a script to learn about the playwright and why it was written in order to inform a response, reading or presentation"
Levels 5 and 6,Creating,,VC2ADR6C01,"Create devised and scripted drama that develops story and narrative using expressive and performance skills, styles, form and design areas",,"Devising drama based on research about a project happening in their school or local community to encourage awareness, for example a debate about an environmental issue"
Levels 5 and 6,Creating,,VC2ADR6C01,"Create devised and scripted drama that develops story and narrative using expressive and performance skills, styles, form and design areas",,"Working collaboratively to devise drama for a school ritual, gathering (such as an assembly) or ceremony, for example drama that explores a school motto, health message or campaign such as ‘no-packaging lunch’"
Levels 5 and 6,Presenting,,VC2ADR6P01,Rehearse and present devised and scripted drama in informal and formal settings to engage different audiences,,"Using viewpoints to ask questions when responding to others’ presentations, such as ‘How did the performers use the elements of drama and design areas effectively?’, ‘For what purposes did they make drama?’ and ‘What evidence supports your judgement about the drama?’"
Levels 5 and 6,Presenting,,VC2ADR6P01,Rehearse and present devised and scripted drama in informal and formal settings to engage different audiences,,Using design areas and available technologies to enhance dramatic action in a presentation
Levels 5 and 6,Presenting,,VC2ADR6P01,Rehearse and present devised and scripted drama in informal and formal settings to engage different audiences,,"Sourcing sustainable materials for design areas such as costume, props and set"
Levels 5 and 6,Presenting,,VC2ADR6P01,Rehearse and present devised and scripted drama in informal and formal settings to engage different audiences,,"Focusing on communication with the audience by, for example, remembering lines, moves and cues in rehearsal and performance"
Levels 5 and 6,Presenting,,VC2ADR6P01,Rehearse and present devised and scripted drama in informal and formal settings to engage different audiences,,Showing understanding of the purpose of rehearsing and the need for collaboration
Levels 5 and 6,Presenting,,VC2ADR6P01,Rehearse and present devised and scripted drama in informal and formal settings to engage different audiences,,Identifying how audiences and performers might interact and what knowledge the audience needs to have about the drama
