Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 5 and 6,Exploring,,VC2ADA6E01,"Explore ways movement and dance can be used to communicate ideas, perspectives and meaning, drawing on dance works from a range of contexts including from Aboriginal and Torres Strait Islander artists",,"Exploring how dances they experience use the elements of dance and choreographic devices such as repetition, unison or contrast"
Levels 5 and 6,Exploring,,VC2ADA6E01,"Explore ways movement and dance can be used to communicate ideas, perspectives and meaning, drawing on dance works from a range of contexts including from Aboriginal and Torres Strait Islander artists",,"Exploring the characteristics of culturally specific dance from a country or region in Asia, or dance on screen"
Levels 5 and 6,Exploring,,VC2ADA6E01,"Explore ways movement and dance can be used to communicate ideas, perspectives and meaning, drawing on dance works from a range of contexts including from Aboriginal and Torres Strait Islander artists",,"Seeking feedback about how ideas in a dance were understood by the audience; for example, checking how the audience interpreted movements such as stop and start, percussive qualities, or arm and upper body movements intended to express a key theme, the passage of time or the actions of an object"
Levels 5 and 6,Exploring,,VC2ADA6E01,"Explore ways movement and dance can be used to communicate ideas, perspectives and meaning, drawing on dance works from a range of contexts including from Aboriginal and Torres Strait Islander artists",,"Discussing the purpose of movements, elements of dance, production elements, and physical and expressive skills, such as use of focus, and how these affect the mood of the audience and the relationship between dancers and the audience"
Levels 5 and 6,Exploring,,VC2ADA6E01,"Explore ways movement and dance can be used to communicate ideas, perspectives and meaning, drawing on dance works from a range of contexts including from Aboriginal and Torres Strait Islander artists",,"Experimenting with how they can use production elements such as props, music or costume in their dances"
Levels 5 and 6,Exploring,,VC2ADA6E02,Explore ways Aboriginal and Torres Strait Islander Peoples use dance to continue and revitalise cultures,,Exploring resources created or co-created by Aboriginal and Torres Strait Islander Peoples to consider how and why dance is critical for sharing culture
Levels 5 and 6,Exploring,,VC2ADA6E02,Explore ways Aboriginal and Torres Strait Islander Peoples use dance to continue and revitalise cultures,,"Exploring how Aboriginal and Torres Strait Islander Peoples’ dance may communicate knowledge about weather events or knowledge of sustainable practices for caring for land, sea, sky and waterways"
Levels 5 and 6,Developing Practices,,VC2ADA6D01,Develop dances using the elements of dance and choreographic processes to communicate ideas and meaning while applying safe dance practices,,"Improvising new movements to communicate ideas in response to stimulus materials; for example, exploring how they can use different body parts, zones, bases and elements of dance to communicate/represent ideas about overcrowded cities, such as groups of dancers in close proximity to each other"
Levels 5 and 6,Developing Practices,,VC2ADA6D01,Develop dances using the elements of dance and choreographic processes to communicate ideas and meaning while applying safe dance practices,,"Learning a dance from another culture that has been explored and discussed, working with a community member or practising artist"
Levels 5 and 6,Developing Practices,,VC2ADA6D01,Develop dances using the elements of dance and choreographic processes to communicate ideas and meaning while applying safe dance practices,,"Using physical and expressive skills to refine their execution of movements such as galloping, jumping, sliding, rolling, slithering, spinning, shrinking, exploding or collapsing"
Levels 5 and 6,Developing Practices,,VC2ADA6D01,Develop dances using the elements of dance and choreographic processes to communicate ideas and meaning while applying safe dance practices,,Expanding their movement vocabulary by watching dance either live or in a digital format and discussing the new movements they saw
Levels 5 and 6,Developing Practices,,VC2ADA6D01,Develop dances using the elements of dance and choreographic processes to communicate ideas and meaning while applying safe dance practices,,"Exploring an element of dance; for example, experimenting with shapes the body can make, considering ideas such as positive and negative spaces between shapes and use of contrasting shapes, or selecting a specific piece of music or soundscape to develop ideas for a dance"
Levels 5 and 6,Developing Practices,,VC2ADA6D01,Develop dances using the elements of dance and choreographic processes to communicate ideas and meaning while applying safe dance practices,,"Developing the habit of always using safe dance practice; for example, warming up their bodies before executing more complex movement patterns in dance sequences and cooling/calming down afterwards or removing socks if the floor surface is slippery"
Levels 5 and 6,Creating,,VC2ADA6C01,"Create movement sequences that manipulate the elements of dance and use choreographic processes, physical skill and safe dance practices to tell stories and express ideas",,"Using viewpoints to frame questions when reflecting on the development of their dance, such as ‘How is the movement of the body used to represent a story, character or idea?’ and ‘How can we use space to communicate meaning in this dance?’"
Levels 5 and 6,Creating,,VC2ADA6C01,"Create movement sequences that manipulate the elements of dance and use choreographic processes, physical skill and safe dance practices to tell stories and express ideas",,Using the elements of dance and their own movement vocabulary to create a character
Levels 5 and 6,Creating,,VC2ADA6C01,"Create movement sequences that manipulate the elements of dance and use choreographic processes, physical skill and safe dance practices to tell stories and express ideas",,"Brainstorming ideas with a partner for developing a narrative dance, such as retelling a story they know and combining ideas from the story to structure the dance"
Levels 5 and 6,Creating,,VC2ADA6C01,"Create movement sequences that manipulate the elements of dance and use choreographic processes, physical skill and safe dance practices to tell stories and express ideas",,"Using a stimulus such as an image, a poem, a headline or a song to create movement possibilities, for example different ways to jump and land, roll and stand or spiral down to the ground, use particular gestures, reach, fold, be expansive and bold or be intimate and quiet"
Levels 5 and 6,Creating,,VC2ADA6C01,"Create movement sequences that manipulate the elements of dance and use choreographic processes, physical skill and safe dance practices to tell stories and express ideas",,"Creating a dance that focuses on the use of physical and expressive skills, such as control, coordination and balance"
Levels 5 and 6,Creating,,VC2ADA6C01,"Create movement sequences that manipulate the elements of dance and use choreographic processes, physical skill and safe dance practices to tell stories and express ideas",,"Creating a dance that explores a theme or an issue, such as sustainable ways of living or the environment"
Levels 5 and 6,Presenting,,VC2ADA6P01,"Rehearse and present dances using the elements of dance, choreographic processes and physical skills to engage with and construct meaning for an audience",,"Using viewpoints to frame questions about forms and elements to reflect on their performance, such as ‘How did the dancers/you use space and energy to create a feeling of strength/isolation/happiness?’, ‘What relationship are you aiming to create between the dancers and the audience?’, ‘How does your work communicate your ideas?’ and ‘What did you learn about dance by presenting this work?’"
Levels 5 and 6,Presenting,,VC2ADA6P01,"Rehearse and present dances using the elements of dance, choreographic processes and physical skills to engage with and construct meaning for an audience",,Rehearsing and presenting a range of learnt dances or dances they have choreographed to demonstrate an awareness of how they are working within their body capabilities and applying technical and expressive skills
Levels 5 and 6,Presenting,,VC2ADA6P01,"Rehearse and present dances using the elements of dance, choreographic processes and physical skills to engage with and construct meaning for an audience",,"Using specific physical and expressive skills in their performance to communicate ideas, perspectives and meaning to an audience; for example, creating tension through using a series of slow, controlled movements performed with neutral (blank) facial expressions"
Levels 5 and 6,Presenting,,VC2ADA6P01,"Rehearse and present dances using the elements of dance, choreographic processes and physical skills to engage with and construct meaning for an audience",,"Presenting dances using production elements such as music, costumes and props where appropriate to enhance different contexts"
