Subject,Band,Strand,Substrand,ContentCode_V2,ContentDescription_V2,Topic,Elaboration
Mathematics,1,Number,,VC2M1N01,"Recognise, represent and order numbers to at least 120 using physical and virtual materials, numerals, number lines and charts",,"Reading, writing and naming numerals and ordering two-digit numbers from zero to at least 120, using patterns within the natural number system, including numbers that look and sound similar, for example, 16, 60, 61 and 66"
Mathematics,1,Number,,VC2M1N01,"Recognise, represent and order numbers to at least 120 using physical and virtual materials, numerals, number lines and charts",,Using number tracks or positioning a set of numbered cards in the correct order and relative location by pegging them on an empty number line
Mathematics,1,Number,,VC2M1N01,"Recognise, represent and order numbers to at least 120 using physical and virtual materials, numerals, number lines and charts",,"Using hundreds charts to build understanding and fluency with numbers; for example, collaboratively building a hundreds chart using cards numbered from zero to 99, or colour-coding the count of tens in a hundreds chart using one colour to represent the number of tens and another to represent the number of ones"
Mathematics,1,Number,,VC2M1N01,"Recognise, represent and order numbers to at least 120 using physical and virtual materials, numerals, number lines and charts",,"Recognising that numbers are used in all languages and cultures but may be represented differently in words and symbols (for example, through kanji numbers in Japanese and characters in Chinese) and that there are alternative numeration systems (for example, using special characters for 10 and 100 and other multiples of 10 in Japanese and Chinese numeration)"
Mathematics,1,Number,,VC2M1N02,"Partition one- and two-digit numbers in different ways using physical and virtual materials, including partitioning two-digit numbers into tens and ones",,"Building knowledge and understanding of the part-part-whole facts to 10, using physical and virtual materials; for example, using virtual ten-frames through a digital app or website to identify pairs of numbers that combine to make 10"
Mathematics,1,Number,,VC2M1N02,"Partition one- and two-digit numbers in different ways using physical and virtual materials, including partitioning two-digit numbers into tens and ones",,"Using physical and virtual materials to partition numbers into counts of tens and ones; for example, recognising 35 as 3 tens and 5 ones or as 2 tens and 15 ones"
Mathematics,1,Number,,VC2M1N02,"Partition one- and two-digit numbers in different ways using physical and virtual materials, including partitioning two-digit numbers into tens and ones",,"Using part-part-whole reasoning and physical or virtual materials to represent 24, then partitioning 24 in different ways and recording the partitions using numbers; for example, 10, 10 and 4 combine to make 24 or 10 and 14 combine to make 24"
Mathematics,1,Number,,VC2M1N03,"Quantify sets of objects, to at least 120, by partitioning collections into equal groups using number knowledge and skip counting",,"Counting a large collection of items using groups of fives or tens and skip counting to work out how many there are, and recording the amount and connecting the digits in the number to the grouped materials when using groups of 10"
Mathematics,1,Number,,VC2M1N03,"Quantify sets of objects, to at least 120, by partitioning collections into equal groups using number knowledge and skip counting",,"Counting collections of objects, such as pencils or images of birds in a tree, by grouping them in tens to enable efficient counting, and connecting the digits in the number to the groups of tens and ones"
Mathematics,1,Number,,VC2M1N03,"Quantify sets of objects, to at least 120, by partitioning collections into equal groups using number knowledge and skip counting",,"Counting a large collection of Australian $1 coins by stacking them in piles of 10, skip counting in tens and including any leftover coins to determine the total value"
Mathematics,1,Number,,VC2M1N04,"Add and subtract numbers within 20, using physical and virtual materials, part-part-whole knowledge to 10 and a variety of calculation strategies",,"Using drawings, physical and virtual materials, and number combinations within 10 to add and subtract collections to 20"
Mathematics,1,Number,,VC2M1N04,"Add and subtract numbers within 20, using physical and virtual materials, part-part-whole knowledge to 10 and a variety of calculation strategies",,"Adding and subtracting numbers within 20, using a variety of representations and strategies, such as counting on, counting back, partitioning and part-part-whole knowledge of numbers to 10; for example, using partitioning and combining"
Mathematics,1,Number,,VC2M1N04,"Add and subtract numbers within 20, using physical and virtual materials, part-part-whole knowledge to 10 and a variety of calculation strategies",,"Developing and using strategies for one-digit addition and subtraction based on part-part-whole relationships for each of the numbers to 10 and subitising with physical and virtual materials; for example, 8 and 6 is the same as 8 and 2 and 4"
Mathematics,1,Number,,VC2M1N04,"Add and subtract numbers within 20, using physical and virtual materials, part-part-whole knowledge to 10 and a variety of calculation strategies",,"Representing story problems involving addition and subtraction of numbers within 20 using a Think Board; recognising and using + and − symbols and the equal sign (=) to represent the operations of addition and subtraction; and showing and explaining the connections between any materials used using the language of plus and minus, and the numbers within the story problem"
Mathematics,1,Number,,VC2M1N04,"Add and subtract numbers within 20, using physical and virtual materials, part-part-whole knowledge to 10 and a variety of calculation strategies",,Creating and performing addition and subtraction stories told through Aboriginal and/or Torres Strait Islander dances
Mathematics,1,Number,,VC2M1N05,"Use mathematical modelling to solve practical problems involving additive situations, including simple money transactions; represent the situations with diagrams, physical and virtual materials; use calculation strategies to solve the problem",,"Modelling problems involving addition and subtraction presented in stories, using a Think Board to represent the problem, solving the problem using physical materials and explaining the connections between any materials used, the Think Board diagram and the numbers within the story"
Mathematics,1,Number,,VC2M1N05,"Use mathematical modelling to solve practical problems involving additive situations, including simple money transactions; represent the situations with diagrams, physical and virtual materials; use calculation strategies to solve the problem",,"Modelling simple money problems involving addition and subtraction using whole dollar amounts; for example, setting up a shop and role-playing practical problems of buying and selling goods, using addition and subtraction with play money and prices in whole dollar amounts; or solving the problem ‘I had $14 and was given $15 for my birthday’ using addition to answer the problem"
Mathematics,1,Number,,VC2M1N05,"Use mathematical modelling to solve practical problems involving additive situations, including simple money transactions; represent the situations with diagrams, physical and virtual materials; use calculation strategies to solve the problem",,"Modelling a variety of different additive situations to solve practical problems; for example, keeping track of the number of people on a bus as it stops to pick up and drop off passengers or the number of people entering a lift"
