Subject,Band,Strand,Substrand,ContentCode_V2,ContentDescription_V2,Topic,Elaboration
Mathematics,7,Number,,VC2M7N01,"Describe the relationship between perfect square numbers and square roots, and use squares of numbers and square roots of perfect square numbers to solve problems",,"Investigating squares of natural numbers from one to 20, and connecting them to visual representations such as dots arranged in a square pattern"
Mathematics,7,Number,,VC2M7N01,"Describe the relationship between perfect square numbers and square roots, and use squares of numbers and square roots of perfect square numbers to solve problems",,"Using the square and square root notation, and the distributive property and area diagrams, to calculate the squares of two-digit numbers; for example,"
Mathematics,7,Number,,VC2M7N01,"Describe the relationship between perfect square numbers and square roots, and use squares of numbers and square roots of perfect square numbers to solve problems",,"Determining between which 2 consecutive natural numbers the square root of a given number lies; for example, 43 is between the square numbers 36 and 49 so is between and therefore between 6 and 7"
Mathematics,7,Number,,VC2M7N01,"Describe the relationship between perfect square numbers and square roots, and use squares of numbers and square roots of perfect square numbers to solve problems",,"Generating a list of perfect square numbers and describing any emerging patterns, for example, the last digit of perfect square numbers, or the difference between consecutive square numbers, and recognising the constant second difference"
Mathematics,7,Number,,VC2M7N01,"Describe the relationship between perfect square numbers and square roots, and use squares of numbers and square roots of perfect square numbers to solve problems",,"Using the relationship between perfect square numbers and their square roots to determine the perimeter of a square tiled floor using square tiles; for example, an area of floor with 144 square tiles has a perimeter of 48 tile lengths"
Mathematics,7,Number,,VC2M7N02,"Represent natural numbers in expanded notation using powers of 10, and as products of powers of prime numbers using exponent notation",,"Relating the sequences 10, 100, 1000, 10 000 … and 101, 102, 103, 104 …"
Mathematics,7,Number,,VC2M7N02,"Represent natural numbers in expanded notation using powers of 10, and as products of powers of prime numbers using exponent notation",,"Applying and explaining the connections between place value and expanded notations, for example, and"
Mathematics,7,Number,,VC2M7N02,"Represent natural numbers in expanded notation using powers of 10, and as products of powers of prime numbers using exponent notation",,"Applying knowledge of factors to strategies for expressing natural numbers as products of powers of prime factors, such as repeated division by prime factors or creating factor trees, for example,"
Mathematics,7,Number,,VC2M7N02,"Represent natural numbers in expanded notation using powers of 10, and as products of powers of prime numbers using exponent notation",,"Developing familiarity with the sequence 1, 2, 4, 8, 16, 32, 64, 128, 256, 512 and powers of 2; the sequence 1, 3, 9, 27, 81, 243, 729 and powers of 3; and the sequence 1, 5, 25, 125, 625 and powers of 5"
Mathematics,7,Number,,VC2M7N02,"Represent natural numbers in expanded notation using powers of 10, and as products of powers of prime numbers using exponent notation",,Solving problems involving lowest common multiples and greatest common divisors (highest common factors) for pairs of natural numbers by comparing their prime factorisation
Mathematics,7,Number,,VC2M7N03,Find equivalent representations of rational numbers and represent positive and negative rational numbers and mixed numbers on a number line,,"Investigating equivalence of fractions using common multiples and a fraction wall, diagrams or a number line to show that a fraction such as is equivalent to and and therefore <"
Mathematics,7,Number,,VC2M7N03,Find equivalent representations of rational numbers and represent positive and negative rational numbers and mixed numbers on a number line,,Expressing a fraction in simplest form using common divisors
