Subject,Band,Strand,Substrand,ContentCode_V2,ContentDescription_V2,Topic,Elaboration
Mathematics,Level 10,Number,,VC2M10N01,Recognise the effect of using approximations of real numbers in repeated calculations and compare the results when using exact representations,,Comparing and contrasting the effect of truncation or rounding on the final result of calculations when using approximations of real numbers rather than exact representations
Mathematics,Level 10,Number,,VC2M10N01,Recognise the effect of using approximations of real numbers in repeated calculations and compare the results when using exact representations,,"Investigating the impact of approximation on multiple calculations in contexts that involve the area of compound shapes involving circles, the surface area and volume of compound objects, and repeated calculations of simple interest where the solutions are not exact cents"
Mathematics,Level 10,Algebra,,VC2M10A01,Factorise algebraic expressions by taking out a common algebraic factor,,Using the distributive law and the exponent laws to factorise algebraic expressions
Mathematics,Level 10,Algebra,,VC2M10A01,Factorise algebraic expressions by taking out a common algebraic factor,,Understanding the relationship between factorisation and expansion
Mathematics,Level 10,Algebra,,VC2M10A02,Simplify algebraic products and quotients using exponent laws,,"Applying knowledge of exponent laws to algebraic terms, and simplifying algebraic expressions using both positive and negative integral indices"
Mathematics,Level 10,Algebra,,VC2M10A03,Apply the 4 operations to simple algebraic fractions with numerical or single variable denominators,,Expressing the sum and difference of algebraic fractions with a common denominator
Mathematics,Level 10,Algebra,,VC2M10A03,Apply the 4 operations to simple algebraic fractions with numerical or single variable denominators,,Using the exponent laws to simplify products and quotients of algebraic fractions
Mathematics,Level 10,Algebra,,VC2M10A04,Expand binomial products and factorise monic quadratic expressions using a variety of strategies,,Exploring the method of completing the square to factorise quadratic expressions and solve quadratic equations
Mathematics,Level 10,Algebra,,VC2M10A04,Expand binomial products and factorise monic quadratic expressions using a variety of strategies,,"Identifying and using common factors, including binomial expressions, to factorise algebraic expressions using the technique of grouping in pairs"
Mathematics,Level 10,Algebra,,VC2M10A04,Expand binomial products and factorise monic quadratic expressions using a variety of strategies,,Using the identities for perfect squares and the difference of squares to factorise quadratic expressions
