Subject,Band,Strand,Substrand,ContentCode_V2,ContentDescription_V2,Topic,Elaboration
Mathematics,Foundation C,Number,,VC2MFCN01,Name and correctly sequence number names to at least 5,,"Accurately counting forwards to at least 5; for example, counting to 5 and then naming some other numbers, such as saying ‘zero, one, two, three, four, six, seven, ten’"
Mathematics,Foundation C,Number,,VC2MFCN01,Name and correctly sequence number names to at least 5,,"Participating in modelled and shared counting experiences; for example, counting using a number line, counting using a number chart, counting using a ten-frame or counting objects in a collection by following along by pointing, nodding or touching a button"
Mathematics,Foundation C,Number,,VC2MFCN01,Name and correctly sequence number names to at least 5,,Joining in shared counting songs and stories to establish the forwards counting sequence of numbers from 0 to 5
Mathematics,Foundation C,Number,,VC2MFCN01,Name and correctly sequence number names to at least 5,,"Identifying when a modelled number count is incorrectly sequenced; for example, indicating ‘That’s wrong’ when presented with 0, 1, 3, 2, 4, 5"
Mathematics,Foundation C,Number,,VC2MFCN01,Name and correctly sequence number names to at least 5,,"Recognising that numerals look different from non-numeral shapes; for example, selecting the numbers from a tray that contains letters, numbers and other shapes or tracing numbers on different media"
Mathematics,Foundation C,Number,,VC2MFCN01,Name and correctly sequence number names to at least 5,,"Understanding and using terms to indicate ordinal position in a sequence; for example, identifying the ‘first’ and ‘last’ student going down a slide or lining up to enter or exit a room"
Mathematics,Foundation C,Number,,VC2MFCN02,Recognise and name the number of objects within a collection up to 3 using subitising,,"Naming collections of 1, 2 and 3 objects using subitising; for example, communicating ‘two’ for a pair of shoes when asked ‘How many?’, answering ‘three’ automatically after seeing 3 teddy counters revealed from under a container, or correctly subitising 1, 2 or 3 dots on a rolled dice"
Mathematics,Foundation C,Number,,VC2MFCN02,Recognise and name the number of objects within a collection up to 3 using subitising,,"Naming collections of 1, 2 and 3 dots using subitising; for example, when presented with a ten-frame with 3 dots, answering ‘three’ automatically"
Mathematics,Foundation C,Number,,VC2MFCN02,Recognise and name the number of objects within a collection up to 3 using subitising,,Using subitising to compare and order collections and to say who has more when sharing items
Mathematics,Foundation C,Number,,VC2MFCN02,Recognise and name the number of objects within a collection up to 3 using subitising,,"Recognising, with a quick look, how many objects are in a collection or in an image on a card, and indicating or saying the number without counting"
Mathematics,Foundation C,Number,,VC2MFCN03,Compare collections to at least 5 to identify if the collections are the same or which has ‘more’ and which has ‘less’,,"Using subitising to compare 2 collections of up to 3 objects and indicating which collection has more and which has less; for example, viewing groups of up to 3 blocks hidden under 2 bowls, then responding to questions including ‘Are they the same?’, ‘Which has more?’ and ‘Which has less?’"
Mathematics,Foundation C,Number,,VC2MFCN03,Compare collections to at least 5 to identify if the collections are the same or which has ‘more’ and which has ‘less’,,"Using matching to copy a collection to show ‘same’, then adding or taking away from their collection to show more, or less, in response to prompts; for example, responding to ‘Make a collection of bees that is more than mine’ by using matching to create a collection that is the same as the first collection then adding to their collection to represent ‘more’ bees"
Mathematics,Foundation C,Number,,VC2MFCN03,Compare collections to at least 5 to identify if the collections are the same or which has ‘more’ and which has ‘less’,,Using counting strategies to compare 2 collections up to 5 to determine which has ‘more’ and which has ‘less’
Mathematics,Foundation C,Number,,VC2MFCN04,Partition and combine collections up to 5 to make ‘more’ and ‘less’,,"Partitioning collections up to 5 objects in different ways and recognising that each part is ‘less’ than the total of the original collection; for example, creating a group of 3 counters and a group of 2 counters from a collection of 5 counters and answering ‘Which group has more?’ and ‘Which group has less?’"
Mathematics,Foundation C,Number,,VC2MFCN04,Partition and combine collections up to 5 to make ‘more’ and ‘less’,,Combining collections up to 5 objects in different ways and recognising that the total of the combined collections is ‘more’ (greater) than the parts
Mathematics,Foundation C,Number,,VC2MFCN04,Partition and combine collections up to 5 to make ‘more’ and ‘less’,,"Using physical or virtual five-frames and counters to partition and combine collections, comparing the parts and the whole to determine ‘more’ and ‘less’"
Mathematics,Foundation C,Number,,VC2MFCN05,"Represent practical situations involving addition, subtraction and quantification up to at least 5 with physical and virtual materials, and use matching or counting strategies",,"Counting using one-to-one correspondence from zero to at least 5; for example, stopping their counter after they move it 4 spaces on a snakes and ladders board if they rolled the number 4"
