Subject,Band,Strand,Substrand,ContentCode_V2,ContentDescription_V2,Topic,Elaboration
Mathematics,3,Number,,VC2M3N01,"Identify, explain and use the properties of odd and even numbers",,Identifying even numbers using skip counting by twos or by grouping even collections of objects in twos
Mathematics,3,Number,,VC2M3N01,"Identify, explain and use the properties of odd and even numbers",,"Explaining why all numbers that end in the digits 0, 2, 4, 6 and 8 are even and that numbers ending in 1, 3, 5, 7 and 9 are odd"
Mathematics,3,Number,,VC2M3N01,"Identify, explain and use the properties of odd and even numbers",,Explaining why some materials can be shared evenly between 2 people without leaving a remainder and some cannot
Mathematics,3,Number,,VC2M3N01,"Identify, explain and use the properties of odd and even numbers",,"Explaining the patterns involved in adding, subtracting and multiplying odd and even numbers (for example, even + even = even, odd + even = odd, odd + odd = even) and using this to decide whether answers to addition, subtraction and multiplication calculations are correct or not"
Mathematics,3,Number,,VC2M3N01,"Identify, explain and use the properties of odd and even numbers",,Following an algorithm consisting of a flow chart with a series of instructions and decisions to determine whether a number is even or odd; and using the algorithm to identify which elements of a set of numbers are divisible by 2
Mathematics,3,Number,,VC2M3N02,"Recognise, represent and order natural numbers using naming and writing conventions for numerals beyond 10 000",,"Moving materials from one place to another on a place value model to show renaming of numbers (for example, 1574 can be shown as one thousand, 5 hundreds, 7 tens and 4 ones, or as 15 hundreds, 7 tens and 4 ones)"
Mathematics,3,Number,,VC2M3N02,"Recognise, represent and order natural numbers using naming and writing conventions for numerals beyond 10 000",,"Using the repeating pattern of place value names and spaces within sets of 3 digits to name and write larger numbers: ones, tens, hundreds, ones of thousands, tens of thousands, hundreds of thousands, ones of millions, tens of millions; for example, writing four hundred and twenty-five thousand as 425 000"
Mathematics,3,Number,,VC2M3N02,"Recognise, represent and order natural numbers using naming and writing conventions for numerals beyond 10 000",,"Predicting and naming the number that is one more than 99, 109, 199, 1009, 1099, 1999, 10 009 … 99 999 and discussing what will change when one, one ten and one hundred is added to each"
Mathematics,3,Number,,VC2M3N02,"Recognise, represent and order natural numbers using naming and writing conventions for numerals beyond 10 000",,"Comparing the Hindu-Arabic numeral system to other numeral systems; for example, investigating the Japanese numeral system, 一、十、百、千、万"
Mathematics,3,Number,,VC2M3N02,"Recognise, represent and order natural numbers using naming and writing conventions for numerals beyond 10 000",,"Comparing, reading and writing the numbers involved in more than 60 000 years of Aboriginal and Torres Strait Islander Peoples’ presence on the Australian continent through timescales relating to pre-colonisation and post-colonisation"
