Subject,Band,Strand,Substrand,ContentCode_V2,ContentDescription_V2,Topic,Elaboration
Mathematics,Level 5,Number,,VC2M5N01,"Interpret, compare and order numbers with more than 2 decimal places, including numbers greater than one, using place value understanding; represent these on a number line",,"Making models of decimals including tenths, hundredths and thousandths by subdividing materials or grids, and explaining the multiplicative relationship between consecutive places; for example, explaining that thousandths are 10 times smaller than hundredths, or writing numbers into a place value chart to compare and order them"
Mathematics,Level 5,Number,,VC2M5N01,"Interpret, compare and order numbers with more than 2 decimal places, including numbers greater than one, using place value understanding; represent these on a number line",,"Renaming decimals to assist with mental computation; for example, when asked to solve 0.6 ÷ 10 they rename 6 tenths as 60 hundredths and say, ‘If I divide 60 hundredths by 10, I get 6 hundredths’ and write 0.6 ÷ 10 = 0.06"
Mathematics,Level 5,Number,,VC2M5N01,"Interpret, compare and order numbers with more than 2 decimal places, including numbers greater than one, using place value understanding; represent these on a number line",,"Using a number line or number track to represent and locate decimals with varying numbers of decimal places and numbers greater than one and justifying the placement; for example, 2.335 is halfway between 2.33 and 2.34, that is, 2.33 < 2.335 < 2.34, and 5.283 is between 5.28 and 5.29 but closer to 5.28"
Mathematics,Level 5,Number,,VC2M5N01,"Interpret, compare and order numbers with more than 2 decimal places, including numbers greater than one, using place value understanding; represent these on a number line",,"Interpreting and comparing the digits in decimal measures, for example, the length or mass of animals or plants, such as a baby echidna weighing 1.78 kilograms and a platypus weighing 1.708 kilograms"
Mathematics,Level 5,Number,,VC2M5N01,"Interpret, compare and order numbers with more than 2 decimal places, including numbers greater than one, using place value understanding; represent these on a number line",,"Interpreting plans or diagrams showing length measures as decimals, placing the numbers into a decimal place value chart to connect the digits to their value"
Mathematics,Level 5,Number,,VC2M5N02,"Express natural numbers as products of their factors, recognise multiples and determine if one number is divisible by another",,"Using a certain number of blocks to form different rectangles and using these to list all possible factors for that number; for example, 12 blocks can form the following rectangles: 1 × 12, 2 × 6 and 3 × 4"
Mathematics,Level 5,Number,,VC2M5N02,"Express natural numbers as products of their factors, recognise multiples and determine if one number is divisible by another",,"Researching divisibility tests and explaining each rule using materials; for example, using base-10 blocks to test if numbers are divisible by 2, 5 and 10"
Mathematics,Level 5,Number,,VC2M5N02,"Express natural numbers as products of their factors, recognise multiples and determine if one number is divisible by another",,"Using divisibility tests to determine if larger numbers are multiples of one-digit numbers; for example, testing if 89 472 is divisible by 3 using 8 + 9 + 4 + 7 + 2 = 30, as 30 is divisible by 3 then 89 472 is a multiple of 3"
Mathematics,Level 5,Number,,VC2M5N02,"Express natural numbers as products of their factors, recognise multiples and determine if one number is divisible by another",,"Demonstrating and reasoning that all multiples can be formed by combining or regrouping; for example, multiples of 7 can be formed by combining a multiple of 2 with the corresponding multiple of 5: 3 × 7 = 3 × 2 + 3 × 5, and 4 × 7 = 4 × 2 + 4 × 5"
Mathematics,Level 5,Number,,VC2M5N03,"Compare and order common unit fractions with the same and related denominators, including mixed numerals, applying knowledge of factors and multiples; represent these fractions on a number line",,"Using pattern blocks to represent equivalent fractions; selecting one block or a combination of blocks to represent one whole, and making a design with shapes; and recording the fractions to justify the total"
Mathematics,Level 5,Number,,VC2M5N03,"Compare and order common unit fractions with the same and related denominators, including mixed numerals, applying knowledge of factors and multiples; represent these fractions on a number line",,"Creating a fraction wall from paper tape to model and compare a range of different fractions with related denominators, and using the model to play fraction wall games"
Mathematics,Level 5,Number,,VC2M5N03,"Compare and order common unit fractions with the same and related denominators, including mixed numerals, applying knowledge of factors and multiples; represent these fractions on a number line",,"Connecting a fraction wall model and a number line model of fractions to say how they are the same and how they are different; for example, explaining on a fraction wall represents the area of one-quarter of the whole, while on the number line is identified as a point that is one-quarter of the distance between zero and one"
Mathematics,Level 5,Number,,VC2M5N03,"Compare and order common unit fractions with the same and related denominators, including mixed numerals, applying knowledge of factors and multiples; represent these fractions on a number line",,"Using an understanding of factors and multiples as well as equivalence to recognise efficient methods for the location of fractions with related denominators on parallel number lines; for example, explaining on parallel number lines that is located at the same position on a parallel number line as because is equivalent to"
Mathematics,Level 5,Number,,VC2M5N03,"Compare and order common unit fractions with the same and related denominators, including mixed numerals, applying knowledge of factors and multiples; represent these fractions on a number line",,Converting between mixed numerals and improper fractions to assist with locating them on a number line
Mathematics,Level 5,Number,,VC2M5N04,"Recognise that 100% represents the complete whole and use percentages to describe, represent and compare relative size; connect familiar percentages to their decimal and fraction equivalents",,"Recognising applications of percentages used in everyday contexts, for example, the bar model used for charging devices indicating the percentage of power remaining, and advertising in retail contexts relating to discounts or sales"
Mathematics,Level 5,Number,,VC2M5N04,"Recognise that 100% represents the complete whole and use percentages to describe, represent and compare relative size; connect familiar percentages to their decimal and fraction equivalents",,"Creating a model by subdividing a whole (for example, using 10 × 10 grids to represent various percentage amounts) and recognising complementary percentages (such as 30% and 70%) combine to make 100%"
Mathematics,Level 5,Number,,VC2M5N04,"Recognise that 100% represents the complete whole and use percentages to describe, represent and compare relative size; connect familiar percentages to their decimal and fraction equivalents",,"Creating a model by subdividing a collection of materials, such as blocks or money, to connect decimals and percentage equivalents of tenths and the commonly used fractions , and; for example, connecting that one-tenth or 0.1 represents 10% and one-half or 0.5 represents 50%, and recognising that 60% of a whole is 10% more of the whole than 50%"
Mathematics,Level 5,Number,,VC2M5N04,"Recognise that 100% represents the complete whole and use percentages to describe, represent and compare relative size; connect familiar percentages to their decimal and fraction equivalents",,"Using physical and virtual materials to represent the relationship between decimal notation and percentages, for example, 0.3 is 3 out of every 10, which is 30 out of every 100, which is 30%"
Mathematics,Level 5,Number,,VC2M5N05,"Solve problems involving addition and subtraction of fractions with the same or related denominators, using different strategies",,"Using different ways to add and subtract fractional amounts by subdividing different models of measurement attributes; for example, adding half an hour and three-quarters of an hour using a clock face, adding a cup of flour and a cup of flour, subtracting of a metre from 2 metres"
Mathematics,Level 5,Number,,VC2M5N05,"Solve problems involving addition and subtraction of fractions with the same or related denominators, using different strategies",,"Representing and solving addition and subtraction problems involving fractions by using jumps on a number line, or bar models, or making diagrams of fractions as parts of shapes"
Mathematics,Level 5,Number,,VC2M5N05,"Solve problems involving addition and subtraction of fractions with the same or related denominators, using different strategies",,"Using materials, diagrams, number lines or arrays to show and explain that fraction number sentences can be rewritten in equivalent forms without changing the quantity, for example, is the same as"
