Subject,Band,Strand,Substrand,ContentCode_V2,ContentDescription_V2,Topic,Elaboration
Mathematics,2,Number,,VC2M2N01,"Recognise, represent and order numbers to at least 1000 using physical and virtual materials, numerals and number lines",,"Recognising missing numbers on different number lines, for example, a number line with 1800 on one end and 2200 on the other, with every decade numbered"
Mathematics,2,Number,,VC2M2N01,"Recognise, represent and order numbers to at least 1000 using physical and virtual materials, numerals and number lines",,Recognising and locating the position of pieces within hundreds chart puzzles using knowledge of the order of natural numbers
Mathematics,2,Number,,VC2M2N01,"Recognise, represent and order numbers to at least 1000 using physical and virtual materials, numerals and number lines",,"Reading and writing numerals, and saying and ordering two-, three- and four-digit numbers using patterns in the number system, including numbers with zeros in different places and numbers that look and sound similar (such as 808, 880, 818 and 881)"
Mathematics,2,Number,,VC2M2N01,"Recognise, represent and order numbers to at least 1000 using physical and virtual materials, numerals and number lines",,"Collecting large quantities of materials for recycling (for example, ring pulls, bottle tops and bread tags) and grouping them into ones, tens and hundreds, and using the materials to show different representations of two- and three-digit numbers"
Mathematics,2,Number,,VC2M2N02,"Partition, rearrange, regroup and rename two- and three-digit numbers using standard and non-standard groupings; recognise the role of a zero digit in place value notation",,"Comparing the digits of a number with materials grouped into hundreds, tens and ones, and explaining the meaning of each of the digits in the materials"
Mathematics,2,Number,,VC2M2N02,"Partition, rearrange, regroup and rename two- and three-digit numbers using standard and non-standard groupings; recognise the role of a zero digit in place value notation",,"Renaming numbers in different ways using knowledge of place value; for example, renaming 245 as 24 tens and 5 ones or 2 hundreds and 45 ones"
Mathematics,2,Number,,VC2M2N03,"Recognise and describe one-half as one of 2 equal parts of a whole and connect halves, quarters and eighths through repeated halving",,"Creating halves of a range of collections sets by sharing collections into 2 equal groups; for example, comparing half of a set of 12 washers with half of a set of 8 bolts to identify how they both represent one-half of their respective set"
Mathematics,2,Number,,VC2M2N03,"Recognise and describe one-half as one of 2 equal parts of a whole and connect halves, quarters and eighths through repeated halving",,"Creating halves using measurement attributes – for example, explaining that ‘a half is one part out of 2 equal parts of a whole’; equally folding a strip of paper, dividing a lump of playdough or separating a cup of water into 2 equal parts, and then selecting one of the parts and naming it ‘one-half’; or comparing half of a collection of 10 counters with half of a shape or object and explaining how each shows one-half of the respective whole"
Mathematics,2,Number,,VC2M2N03,"Recognise and describe one-half as one of 2 equal parts of a whole and connect halves, quarters and eighths through repeated halving",,"Using repeated halving to subdivide shapes and objects in different ways to make corresponding halves, quarters and eighths; naming the parts and comparing the size of them to notice that they are all the same size; and demonstrating that a quarter is a half of a half and that an eighth is a half of a quarter"
Mathematics,2,Number,,VC2M2N03,"Recognise and describe one-half as one of 2 equal parts of a whole and connect halves, quarters and eighths through repeated halving",,"Dividing a shape into equal parts and relating the number of parts to the unit fraction; for example, if there are 4 equal parts then each part is one-quarter and if there are 8 equal parts then each is one-eighth"
Mathematics,2,Number,,VC2M2N04,"Add and subtract one- and two-digit numbers, represent problems using number sentences and solve using part-part-whole reasoning and a variety of calculation strategies",,"Using the associative property of addition to assist with mental calculation by partitioning, rearranging and regrouping numbers using number knowledge, near doubles and bridging-to-10 strategies; for example, calculating 7 + 8 using 7 + (7 + 1) = (7 + 7) + 1, the associative property and near doubles; or calculating 7 + 8 using the associative property and bridging to 10: 7 + (3 + 5) = (7 + 3) + 5"
