Subject,Band,Strand,Substrand,ContentCode_V2,ContentDescription_V2,Topic,Elaboration
Mathematics,9,Number,,VC2M9N01,"Recognise that the real number system includes the rational numbers and the irrational numbers, and solve problems involving real numbers with and without using digital tools",,"Investigating the real number system by representing the relationships between irrational numbers, rational numbers, integers and natural numbers and discussing the difference between exact representations and approximate decimal representations of irrational numbers"
Mathematics,9,Number,,VC2M9N01,"Recognise that the real number system includes the rational numbers and the irrational numbers, and solve problems involving real numbers with and without using digital tools",,"Using a real number line to indicate the solution interval for inequalities of the form for example, or of the form , for example,"
Mathematics,9,Number,,VC2M9N01,"Recognise that the real number system includes the rational numbers and the irrational numbers, and solve problems involving real numbers with and without using digital tools",,"Using positive and negative rational numbers to solve problems, for example, for financial planning such as budgeting"
Mathematics,9,Number,,VC2M9N01,"Recognise that the real number system includes the rational numbers and the irrational numbers, and solve problems involving real numbers with and without using digital tools",,"Solving problems involving the substitution of real numbers into formulas, understanding that solutions can be represented in exact form or as a decimal approximation, such as calculating the area of a circle using the formula and specifying the answer in terms of as an exact real number; for example, the circumference of a circle with diameter 5 units is 5 units, and the exact area is square units, which rounds to 19.63 square units, correct to 2 decimal places"
Mathematics,9,Number,,VC2M9N01,"Recognise that the real number system includes the rational numbers and the irrational numbers, and solve problems involving real numbers with and without using digital tools",,"Investigating the position of rational and irrational numbers on the real number line, using geometric constructions to locate rational numbers and square roots on a number line; for example, is located at the intersection of an arc and the number line, where the radius of the arc is the length of the diagonal of a one-unit square"
Mathematics,9,Algebra,,VC2M9A01,"Apply the exponent laws to numerical expressions with integer exponents and the zero exponent, and extend to variables",,"Representing decimals in exponential form; for example, 0.475 can be represented as and 0.00023 as 23 × 10−5"
Mathematics,9,Algebra,,VC2M9A01,"Apply the exponent laws to numerical expressions with integer exponents and the zero exponent, and extend to variables",,"Simplifying and evaluating numerical expressions, involving both positive and negative integer exponents, explaining why; for example, and connecting terms of the sequence … to terms of the sequence ..."
Mathematics,9,Algebra,,VC2M9A01,"Apply the exponent laws to numerical expressions with integer exponents and the zero exponent, and extend to variables",,"Relating the computation of numerical expressions involving exponents to the exponent laws and the definition of an exponent; for example, and"
Mathematics,9,Algebra,,VC2M9A01,"Apply the exponent laws to numerical expressions with integer exponents and the zero exponent, and extend to variables",,"Recognising exponents in algebraic expressions and applying the relevant exponent laws and conventions; for example, for any non-zero natural number , , , and"
Mathematics,9,Algebra,,VC2M9A01,"Apply the exponent laws to numerical expressions with integer exponents and the zero exponent, and extend to variables",,"Relating simplification of expressions from first principles and counting to the use of exponent laws; for example, ; and"
Mathematics,9,Algebra,,VC2M9A01,"Apply the exponent laws to numerical expressions with integer exponents and the zero exponent, and extend to variables",,"Applying the exponent laws to simplifying expressions involving products, quotients, and powers of constants and variables; for example,"
Mathematics,9,Algebra,,VC2M9A01,"Apply the exponent laws to numerical expressions with integer exponents and the zero exponent, and extend to variables",,"Relating the prefixes for SI units from pico- (trillionth) to tera- (trillion) to the corresponding powers of 10; for example, one pico-gram = 10-12 grams and one terabyte = 1012 bytes"
Mathematics,9,Algebra,,VC2M9A02,"Simplify algebraic expressions, apply the distributive law to expand algebraic expressions including binomial products, and factorise monic quadratic expressions",,"Expanding combinations of binomials such as to identify expansion and factorisation patterns related to , where and are integers"
Mathematics,9,Algebra,,VC2M9A02,"Simplify algebraic expressions, apply the distributive law to expand algebraic expressions including binomial products, and factorise monic quadratic expressions",,"Using manipulatives such as algebra tiles or area models to expand or factorise algebraic expressions with readily identifiable binomial factors; for example, , or"
Mathematics,9,Algebra,,VC2M9A02,"Simplify algebraic expressions, apply the distributive law to expand algebraic expressions including binomial products, and factorise monic quadratic expressions",,"Recognising the relationship between expansion and factorisation, and using digital tools to systematically explore the factorisation of where and are integers"
Mathematics,9,Algebra,,VC2M9A03,"Sketch linear graphs of equations in various algebraic forms, using the coordinates of 2 points, and solve linear equations",,"Determining linear rules from suitable diagrams, tables of values and graphs, and describing them using both words and algebra"
Mathematics,9,Algebra,,VC2M9A04,"Find the gradient of a line segment, the midpoint of the line interval and the distance between 2 distinct points on the Cartesian plane",,Recognising that the gradient of a line is calculated using the gradient of a line segment on that line and is independent of which 2 distinct points on the line are used for this calculation
