Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 5 and 6,Technologies and Society,,VC2TDE6S01,"How people in design and technologies occupations consider competing ethical factors including sustainability in the design of products, services and environments",,"Consulting with the local Aboriginal community to investigate and learn about their sustainability practices, which may include harvesting of bush tucker, use of other seasonal resources, fire management, land stewardship and water conservation"
Levels 5 and 6,Technologies and Society,,VC2TDE6S01,"How people in design and technologies occupations consider competing ethical factors including sustainability in the design of products, services and environments",,"Investigating how the Gunditjmara People have long considered competing factors, especially those related to sustainability, in the design of hunting technologies, for example eel traps that allow for selective harvesting to match food needs as compared with high-yield, non-selective harvesting practices such as trawling"
Levels 5 and 6,Technologies and Society,,VC2TDE6S01,"How people in design and technologies occupations consider competing ethical factors including sustainability in the design of products, services and environments",,"Describing the impact and sustainability implications of designed products, services or environments on local, regional and global communities, for example the emergence of small businesses that are recycling materials such as plastic tags and bottle tops into prosthetics or homewares"
Levels 5 and 6,Technologies and Society,,VC2TDE6S01,"How people in design and technologies occupations consider competing ethical factors including sustainability in the design of products, services and environments",,"Explaining the importance of aesthetics, function and sustainability in product design, for example a textile product that gives ultraviolet protection and is appealing, an odour-fighting wool fabric that minimises washing, a motor that moves a vehicle and uses a sustainable power source, a modification to a home to reduce environmental impact, or restoring a natural environment and enabling low-impact access for the public such as boardwalks in fragile wet heath or swamp ecosystems"
Levels 5 and 6,Technologies and Society,,VC2TDE6S01,"How people in design and technologies occupations consider competing ethical factors including sustainability in the design of products, services and environments",,"Identifying the components of a service that contribute to its success and assessing potential risk or failure, for example a community service announcement to communicate a message in the school or to a wide audience, or a service such as Clean Up Australia Day that manages an aspect of the environment in different communities"
Levels 5 and 6,Technologies and Society,,VC2TDE6S01,"How people in design and technologies occupations consider competing ethical factors including sustainability in the design of products, services and environments",,"Considering how engineers resolve competing factors to produce innovative solutions, for example investigating ways biomimicry could be used to design a new transportation system, considering competing factors such as energy efficiency, reducing carbon emissions, and minimising environmental impact by examining the efficient aerodynamics of birds or the streamlined shape of fish to inspire designed engineered solutions, or researching soft robotic devices, like the soft robotic glove developed for rehabilitation, which are designed to replicate and support human movements based on the natural functionality of muscles and tendons"
Levels 5 and 6,Technologies and Society,,VC2TDE6S01,"How people in design and technologies occupations consider competing ethical factors including sustainability in the design of products, services and environments",,"Considering how Safety by Design principles have been used in the design of products, services or environments, for example considering how prevention, protection and proactive change can be used to improve safety of designed solutions"
Levels 5 and 6,Technologies Contexts,Engineering principles and systems,VC2TDE6C01,"Explain how electrical energy can be transformed into movement, sound or light in a product or system",,"Investigating how advancements in engineering systems, including photovoltaic systems, are expected to provide opportunities for Aboriginal and Torres Strait Islander people to support and contribute to the use of clean energy, both domestically and potentially in industrial and commercial settings, through the Traditional Owner Renewable Energy program, as seen with the Wadawurrung People"
Levels 5 and 6,Technologies Contexts,Engineering principles and systems,VC2TDE6C01,"Explain how electrical energy can be transformed into movement, sound or light in a product or system",,Explaining how Sun tracking of solar panels assists renewable energy production in communities that are classified as remote
Levels 5 and 6,Technologies Contexts,Engineering principles and systems,VC2TDE6C01,"Explain how electrical energy can be transformed into movement, sound or light in a product or system",,"Describing the process needed to carefully plan and select components for a system to perform a specific task, for example planning the arrangement of switches, light bulbs and a power source in a lighting design"
