Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 1 and 2,Exploring,,VC2AMA2E01,"explore where, when, why and how people across cultures, times, places and other contexts experience media arts, including examples of media arts by Aboriginal and Torres Strait Islander Peoples",,"using viewpoints to ask questions about societies and cultures, such as ‘What story is this media arts work telling me/us?’, ‘Who made this media arts work?’ and ‘Where is this media arts work from?’"
Levels 1 and 2,Exploring,,VC2AMA2E01,"explore where, when, why and how people across cultures, times, places and other contexts experience media arts, including examples of media arts by Aboriginal and Torres Strait Islander Peoples",,"discussing the roles of media artists and what permission means; for example, deciding on a class set of rules for using and creating images, sounds and text in media arts works"
Levels 1 and 2,Exploring,,VC2AMA2E01,"explore where, when, why and how people across cultures, times, places and other contexts experience media arts, including examples of media arts by Aboriginal and Torres Strait Islander Peoples",,"exploring where, when, why and how Aboriginal and Torres Strait Islander Peoples use media arts works to share knowledge about their cultures, for example during celebrations such as National Aboriginal and Torres Strait Islander Children’s Day, National Aborigines and Islanders Day Observance Committee (NAIDOC) Week and National Reconciliation Week or to acknowledge significant occasions such as National Sorry Day"
Levels 1 and 2,Exploring,,VC2AMA2E01,"explore where, when, why and how people across cultures, times, places and other contexts experience media arts, including examples of media arts by Aboriginal and Torres Strait Islander Peoples",,"exploring children’s television programs, cartoons, animations and child-focused print media, such as an advertisement encouraging people to adopt a healthy lifestyle, created and distributed by Aboriginal and Torres Strait Islander Peoples"
Levels 1 and 2,Exploring,,VC2AMA2E01,"explore where, when, why and how people across cultures, times, places and other contexts experience media arts, including examples of media arts by Aboriginal and Torres Strait Islander Peoples",,"observing how visual, audio and/or interactive elements are used in media arts works created by Aboriginal and Torres Strait Islander Peoples; for example, exploring colours, symbols and patterns used in media arts works with representatives from Aboriginal and Torres Strait Islander communities or through resources that are created or co-created by Aboriginal and Torres Strait Islander Peoples"
Levels 1 and 2,Exploring,,VC2AMA2E01,"explore where, when, why and how people across cultures, times, places and other contexts experience media arts, including examples of media arts by Aboriginal and Torres Strait Islander Peoples",,exploring media arts works created or co-created by Aboriginal and Torres Strait Islander Peoples that communicate cultural narratives
Levels 1 and 2,Developing Practices,,VC2AMA2D01,"explore ways of using media technologies to capture and organise images, sounds, text and/or interactive elements",,"using viewpoints to develop questions as they experiment with media technologies, such as ‘What happens if I take a photo close to the object and how does it change as I move further away?’ and ‘How can I change the meaning of this image by adding different text headings?’"
Levels 1 and 2,Developing Practices,,VC2AMA2D01,"explore ways of using media technologies to capture and organise images, sounds, text and/or interactive elements",,"exploring ways to use digital tools to capture moving images; for example, using a digital device to capture and manipulate short videos, or adding sound effects or voice overs to communicate ideas or a narrative"
Levels 1 and 2,Developing Practices,,VC2AMA2D01,"explore ways of using media technologies to capture and organise images, sounds, text and/or interactive elements",,"experimenting with images; for example, retelling the story of a school day using a digital camera to capture still or moving images and adding appropriate captions"
Levels 1 and 2,Developing Practices,,VC2AMA2D01,"explore ways of using media technologies to capture and organise images, sounds, text and/or interactive elements",,"experimenting with ways that media artists communicate with audiences by combining text, symbols and images"
Levels 1 and 2,Creating,,VC2AMA2C01,use media languages and media technologies to construct representations,,"using viewpoints to develop questions when making decisions about the construction of a media narrative, for example asking questions about the use of elements and content, such as ‘What images will I keep or delete?’ and ‘Which image interests me and why?’"
Levels 1 and 2,Creating,,VC2AMA2C01,use media languages and media technologies to construct representations,,"selecting and editing images, sound and text to recreate the characters in well-known stories or songs"
Levels 1 and 2,Creating,,VC2AMA2C01,use media languages and media technologies to construct representations,,"capturing and sequencing images and text to create a media arts work, such as a comic book that retells familiar or traditional stories"
Levels 1 and 2,Creating,,VC2AMA2C01,use media languages and media technologies to construct representations,,"producing and presenting a media arts work for a particular purpose; for example, creating an advertisement that recommends appropriate behaviour when using cameras"
Levels 1 and 2,Creating,,VC2AMA2C01,use media languages and media technologies to construct representations,,"using features such as shot types in media arts works, for example identifying long shots, medium shots and close-ups, and discussing what the shots tell the audience about the story"
Levels 1 and 2,Presenting,,VC2AMA2P01,share media arts works with audiences in informal settings,,"collecting and sharing class stories and presenting them in the form of a class news bulletin, with permission of the people involved and observing relevant protocols, such as obtaining permission to use cultural material that belongs to a collective or a cultural group rather than an individual"
Levels 1 and 2,Presenting,,VC2AMA2P01,share media arts works with audiences in informal settings,,"presenting a media arts work they have made to the class, a small group or their teacher, explaining how they made it and what they enjoyed about making it"
Levels 1 and 2,Presenting,,VC2AMA2P01,share media arts works with audiences in informal settings,,"creating, rehearsing and recording a radio play, then sharing it with another class"
Levels 1 and 2,Presenting,,VC2AMA2P01,share media arts works with audiences in informal settings,,"exploring what permission means, for example consulting relevant people such as cultural knowledge holders or using online safety resources, and deciding on a class set of rules for using and creating images, sounds and text in media arts works"
