Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 5 and 6,Exploring,,VC2AMA6E01,"explore ways that media languages and media technologies are used to communicate ideas, perspectives and meaning in media arts practices across cultures, times, places and other contexts, including from Aboriginal and Torres Strait Islander Peoples",,"using viewpoints to develop questions that explore the impact of media technologies on the way the audience experiences a story in media arts, such as ‘How can I change the meaning of a story by changing or adding a soundtrack to my images?’ and ‘How can I use framing to demonstrate a power relationship between characters in the story?"
Levels 5 and 6,Exploring,,VC2AMA6E01,"explore ways that media languages and media technologies are used to communicate ideas, perspectives and meaning in media arts practices across cultures, times, places and other contexts, including from Aboriginal and Torres Strait Islander Peoples",,"using viewpoints to develop questions to explore new ideas, such as ‘How are values demonstrated in this media representation?’ and ‘Can we judge a culture from popular media images?’"
Levels 5 and 6,Exploring,,VC2AMA6E01,"explore ways that media languages and media technologies are used to communicate ideas, perspectives and meaning in media arts practices across cultures, times, places and other contexts, including from Aboriginal and Torres Strait Islander Peoples",,"researching and comparing media representations created in different times and places, and explaining how the context influences the characters, stories and values portrayed in media arts works; for example, comparing representations of family on screen"
Levels 5 and 6,Exploring,,VC2AMA6E01,"explore ways that media languages and media technologies are used to communicate ideas, perspectives and meaning in media arts practices across cultures, times, places and other contexts, including from Aboriginal and Torres Strait Islander Peoples",,"investigating characters in media products, considering issues such as stereotyping or bias as background to designing and drawing a character for a particular genre, and considering the appropriate framing, costume, cultural background or sample dialogue"
Levels 5 and 6,Exploring,,VC2AMA6E01,"explore ways that media languages and media technologies are used to communicate ideas, perspectives and meaning in media arts practices across cultures, times, places and other contexts, including from Aboriginal and Torres Strait Islander Peoples",,"exploring how context influences the characters, stories and values portrayed in media arts works, discussing the role of media arts works in sharing cultural information about a group of people, and enhancing the value placed on people and the environment"
Levels 5 and 6,Exploring,,VC2AMA6E02,explore ways Aboriginal and Torres Strait Islander Peoples use media arts to continue and revitalise cultures,,"using viewpoints to develop questions that explore understandings about themes or issues in media arts works and considering what needs to be investigated further, such as ‘What do I know about this story?’, ‘What do I need to explore further?’ and ‘What questions would I ask the artist about the story?’"
Levels 5 and 6,Exploring,,VC2AMA6E02,explore ways Aboriginal and Torres Strait Islander Peoples use media arts to continue and revitalise cultures,,"investigating the ways that Aboriginal and Torres Strait Islander media artists embed themselves and their communities in media arts works in a range of representative forms as a visual declaration of identity, storytelling and resilience"
Levels 5 and 6,Exploring,,VC2AMA6E02,explore ways Aboriginal and Torres Strait Islander Peoples use media arts to continue and revitalise cultures,,"identifying examples that illustrate how cultural expressions change over time, for example by using available resources published by Aboriginal and Torres Strait Islander communities and organisations"
Levels 5 and 6,Exploring,,VC2AMA6E02,explore ways Aboriginal and Torres Strait Islander Peoples use media arts to continue and revitalise cultures,,"exploring how and why cultural expressions and media arts works are critical for sharing, maintaining, continuing and revitalising cultures, for example by talking with Aboriginal and Torres Strait Islander people, or accessing published resources accredited by Aboriginal and/or Torres Strait Islander organisations"
Levels 5 and 6,Developing Practices,,VC2AMA6D01,"develop media production skills through manipulation of media languages and media technologies including images, sounds, texts and/or interactive elements",,"using viewpoints to develop questions when solving problems or making decisions about preferred options, such as ‘How can I represent meaning in my story using images and text?’"
Levels 5 and 6,Developing Practices,,VC2AMA6D01,"develop media production skills through manipulation of media languages and media technologies including images, sounds, texts and/or interactive elements",,"experimenting with approaches to capturing and sequencing images and text to create comic books, animations or stop-motion videos that retell familiar stories"
Levels 5 and 6,Developing Practices,,VC2AMA6D01,"develop media production skills through manipulation of media languages and media technologies including images, sounds, texts and/or interactive elements",,trialling options for applying the conventions of an established genre to an everyday event in order to create an effect
Levels 5 and 6,Developing Practices,,VC2AMA6D01,"develop media production skills through manipulation of media languages and media technologies including images, sounds, texts and/or interactive elements",,identifying media codes and conventions that contribute to the formation of genre and style in media arts works and experimenting with ways to use this when planning media arts works
Levels 5 and 6,Creating,,VC2AMA6C01,"use media languages, media technologies and production processes to construct media arts works that communicate ideas, perspectives and meaning for specific audiences",,"using viewpoints to develop questions when reflecting on their production process, such as ‘How can I adapt and manipulate story principles to make my intention clear?’, ‘What is working well in my storyboard?’ and ‘Which areas do I need to improve?’"
Levels 5 and 6,Creating,,VC2AMA6C01,"use media languages, media technologies and production processes to construct media arts works that communicate ideas, perspectives and meaning for specific audiences",,"producing a media arts work for a particular purpose and audience; for example, creating an advertisement for a new toy or computer game"
Levels 5 and 6,Creating,,VC2AMA6C01,"use media languages, media technologies and production processes to construct media arts works that communicate ideas, perspectives and meaning for specific audiences",,"designing a storyboard that reflects a key scene in a sequence; for example, storyboarding an opening scene for a film that shows the important camera angles, transitions, edits, voice and soundtrack"
