Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Identities and change,VC2HP6P01,"Explain how identities can be influenced by people and places, and how we can create positive self-identities",,"Explaining how influential people may impact the way individuals see themselves and influence their developing identities, for example parents, friends, coaches, sporting role models and influencers (MH, RS)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Identities and change,VC2HP6P01,"Explain how identities can be influenced by people and places, and how we can create positive self-identities",,"Investigating how Aboriginal and Torres Strait Islander Peoples identify within and across communities through connection to Country and Place, for example the 5 language groups of the Kulin Nation (MH)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Identities and change,VC2HP6P01,"Explain how identities can be influenced by people and places, and how we can create positive self-identities",,"Examining how beliefs and cultural practices convey meanings for cultural groups, including Australians of Asian heritage, and contribute to the development of positive self-identities (MH)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Identities and change,VC2HP6P01,"Explain how identities can be influenced by people and places, and how we can create positive self-identities",,"Exploring how connection to people and places can influence personal and cultural identities over time, for example how relationships and experiences influence self-esteem (MH, RS)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Identities and change,VC2HP6P01,"Explain how identities can be influenced by people and places, and how we can create positive self-identities",,"Exploring the positive impact of celebrating strengths and differences, rather than comparing skills, abilities and appearances (MH)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Identities and change,VC2HP6P02,"Investigate resources and strategies to manage changes and transitions, including changes associated with puberty",,"Understanding that experiences of puberty differ, and that the resources and strategies chosen to manage these changes are personal (RS)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Identities and change,VC2HP6P02,"Investigate resources and strategies to manage changes and transitions, including changes associated with puberty",,"Examining the strategies and range of products and resources available to manage the physical changes associated with puberty, including products for managing personal hygiene and menstruation (RS)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Identities and change,VC2HP6P02,"Investigate resources and strategies to manage changes and transitions, including changes associated with puberty",,Understanding that physical changes experienced during puberty are linked to rites of passage ceremonies in many Aboriginal and Torres Strait Islander communities (RS)
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Identities and change,VC2HP6P02,"Investigate resources and strategies to manage changes and transitions, including changes associated with puberty",,Analysing how roles and responsibilities change as people grow older and examining strategies for managing these increasing responsibilities (RS)
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Identities and change,VC2HP6P02,"Investigate resources and strategies to manage changes and transitions, including changes associated with puberty",,Examining how the developmental changes that occur through puberty prepare a person’s body for reproduction (RS)
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Identities and change,VC2HP6P03,Investigate how the portrayal of societal roles and responsibilities can be influenced by gender stereotypes,,"Identifying characters in texts who are not constrained by traditional gender stereotypes and how this influences their choices, actions and wellbeing (RS)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Identities and change,VC2HP6P03,Investigate how the portrayal of societal roles and responsibilities can be influenced by gender stereotypes,,"Questioning the fairness of gender roles and proposing ways to challenge those practices that infringe on an individual’s human rights (MH, RS)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Identities and change,VC2HP6P03,Investigate how the portrayal of societal roles and responsibilities can be influenced by gender stereotypes,,Investigating how social and cultural norms about gender can influence the roles and responsibilities of family members and people within their community (RS)
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Identities and change,VC2HP6P03,Investigate how the portrayal of societal roles and responsibilities can be influenced by gender stereotypes,,"Identifying those gender norms that can have limiting and harmful effects, and proposing strategies to advance gender equality and respect for human rights (MH, RS)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Interacting with others,VC2HP6P04,Describe and demonstrate how respect and empathy can be expressed to positively influence relationships,,"Exploring strategies for managing the changing nature of relationships such as starting a new school, changing priorities or interests, family break-up/separation or joining a new sports team (RS)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Interacting with others,VC2HP6P04,Describe and demonstrate how respect and empathy can be expressed to positively influence relationships,,Recognising how words and labels used to refer to Aboriginal and Torres Strait Islander Peoples and other cultural groups can cause offence and how this awareness can support and strengthen respectful relationships (RS)
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Interacting with others,VC2HP6P04,Describe and demonstrate how respect and empathy can be expressed to positively influence relationships,,"Examining the behaviours people demonstrate when treating others in respectful ways, and comparing these to behaviours that constitute forms of bullying, racism or gender-based violence (RS, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Interacting with others,VC2HP6P04,Describe and demonstrate how respect and empathy can be expressed to positively influence relationships,,"Assessing the impact of different relationships on personal health and wellbeing, and developing strategies to cultivate healthier relationships (MH, RS)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Interacting with others,VC2HP6P05,Describe and implement strategies to value diversity in their communities,,"Proposing strategies to help others understand points of view that differ from their own and to encourage discussion about individual and cultural similarities and differences, to tackle discrimination such as sexism, racism and homophobia (RS, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Interacting with others,VC2HP6P05,Describe and implement strategies to value diversity in their communities,,"Exploring initiatives that sporting and cultural groups use to celebrate diversity, counter discrimination and racism, and support the wellbeing of their communities (MH, RS, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Interacting with others,VC2HP6P05,Describe and implement strategies to value diversity in their communities,,"Discussing the role upstanders can play in promoting respectful interactions and challenging disrespect and discrimination such as homophobia, transphobia, racism and that which is appearance-based (RS, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Interacting with others,VC2HP6P05,Describe and implement strategies to value diversity in their communities,,"Discussing and acknowledging the importance of cultural expressions of Aboriginal and Torres Strait Islander Peoples in maintaining a continuing deep connection to Country and Place and its influence on wellbeing (MH, RS)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Interacting with others,VC2HP6P05,Describe and implement strategies to value diversity in their communities,,"Examining how beliefs, values and cultural practices convey meaning and influence people’s sense of identity and belonging (MH, RS)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Interacting with others,VC2HP6P06,Apply strategies to manage emotions and analyse how emotional responses influence interactions,,"Exploring the emotions associated with feeling unsafe or uncomfortable and proposing strategies to manage these situations (MH, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Interacting with others,VC2HP6P06,Apply strategies to manage emotions and analyse how emotional responses influence interactions,,"Analysing situations in which emotions can influence decision-making, including in peer-group, family and movement situations (MH)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Interacting with others,VC2HP6P06,Apply strategies to manage emotions and analyse how emotional responses influence interactions,,Exploring when emotional responses can be intense or unpredictable and practising strategies to self-regulate and manage expression of strong emotions (MH)
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Interacting with others,VC2HP6P06,Apply strategies to manage emotions and analyse how emotional responses influence interactions,,"Analysing how appropriate emotional responses have a positive impact on relationships (MH, RS)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Interacting with others,VC2HP6P07,"Describe strategies for seeking, giving or denying consent and rehearse how to communicate their intentions effectively and respectfully across multiple settings (including online and offline)",,"Exploring the steps of seeking, giving or denying consent (asking, responding, listening and reacting) and practising how to communicate their intentions effectively at each step (RS)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Interacting with others,VC2HP6P07,"Describe strategies for seeking, giving or denying consent and rehearse how to communicate their intentions effectively and respectfully across multiple settings (including online and offline)",,"Practising and refining strategies for interpreting verbal and non-verbal cues related to seeking, giving and denying consent in a range of situations, including online (RS, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Interacting with others,VC2HP6P07,"Describe strategies for seeking, giving or denying consent and rehearse how to communicate their intentions effectively and respectfully across multiple settings (including online and offline)",,"Analysing how a person may react to being denied permission to do something (for example feelings of shame and anger associated with rejection) and discussing options for dealing with situations when this may occur (RS, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Interacting with others,VC2HP6P07,"Describe strategies for seeking, giving or denying consent and rehearse how to communicate their intentions effectively and respectfully across multiple settings (including online and offline)",,"Exploring strategies for effective decision-making (problem, choice, decision) when giving or denying consent (RS)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Contributing to healthy communities,VC2HP6P08,"Explain and apply protective behaviours and help-seeking strategies that can be used in a range of online and offline situations at home, school and in the community",,"Researching sources of health information and places where they can seek help at home, school and in the community, and prioritising those that are reliable and trustworthy, such as trusted adults, Kids Helpline, GPs, headspace, local council services and government websites (MH, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Contributing to healthy communities,VC2HP6P08,"Explain and apply protective behaviours and help-seeking strategies that can be used in a range of online and offline situations at home, school and in the community",,"Examining ways to normalise and de-stigmatise help-seeking behaviour so they feel comfortable and confident seeking help when needed (MH, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Contributing to healthy communities,VC2HP6P08,"Explain and apply protective behaviours and help-seeking strategies that can be used in a range of online and offline situations at home, school and in the community",,"Discussing strategies for maintaining online safety when using digital tools and digital media, including the options and processes for reporting negative or harmful behaviour (S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Contributing to healthy communities,VC2HP6P08,"Explain and apply protective behaviours and help-seeking strategies that can be used in a range of online and offline situations at home, school and in the community",,"Exploring actions they can take when they feel unsafe when online, for example who to speak to if someone posts an embarrassing picture of them without permission or when to step away from negative online social interactions (RS, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Contributing to healthy communities,VC2HP6P08,"Explain and apply protective behaviours and help-seeking strategies that can be used in a range of online and offline situations at home, school and in the community",,"Describing strategies they can use if they witness others in unsafe situations, such as accessing support networks or telling an adult they trust (RS, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Contributing to healthy communities,VC2HP6P08,"Explain and apply protective behaviours and help-seeking strategies that can be used in a range of online and offline situations at home, school and in the community",,"Identifying and practising appropriate responses to unsafe situations, such as smoking and vaping (AD, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Contributing to healthy communities,VC2HP6P09,"Investigate different sources, quality and types of health information and how these apply to their own and others’ health choices",,"Examining how family, friends, media and public identities may influence the way people act and the choices they make in relation to their health (AD, FN, MH, RS, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Contributing to healthy communities,VC2HP6P09,"Investigate different sources, quality and types of health information and how these apply to their own and others’ health choices",,"Analysing the nutrient value of a variety of foods and discussing how different foods can nourish and fuel the body for daily activity, growth and strength (FN)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Contributing to healthy communities,VC2HP6P09,"Investigate different sources, quality and types of health information and how these apply to their own and others’ health choices",,"Identifying trusted people in their lives with whom they can share their health needs and concerns, and rehearsing ways to communicate concerns about their health to a variety of support people (AD, MH, RS, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Contributing to healthy communities,VC2HP6P09,"Investigate different sources, quality and types of health information and how these apply to their own and others’ health choices",,"Examining and comparing relevant health information and opinions, and identifying which aspects can be verified as accurate and reliable (MH, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Contributing to healthy communities,VC2HP6P10,"Analyse how various strategies influence the health, safety, relationships and wellbeing of individuals and communities",,"Recognising actions that can help keep classmates safe, including strategies to reduce potential for contamination, infection and anaphylaxis (RS, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Contributing to healthy communities,VC2HP6P10,"Analyse how various strategies influence the health, safety, relationships and wellbeing of individuals and communities",,"Investigating school and community practices that help promote and maintain health and wellbeing, such as eating a wide variety of nutritious foods, meeting recommendations for daily physical activity and creating connections with others to enhance social health (FN, HBPA, RS)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Contributing to healthy communities,VC2HP6P10,"Analyse how various strategies influence the health, safety, relationships and wellbeing of individuals and communities",,"Discussing and understanding how kinship and extended family structures for Aboriginal and Torres Strait Islander Peoples support and enhance their health, safety and wellbeing (RS, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Contributing to healthy communities,VC2HP6P10,"Analyse how various strategies influence the health, safety, relationships and wellbeing of individuals and communities",,"Scripting and rehearsing assertive communication techniques that can be used in a range of situations where they may be asked to do something they don’t believe is appropriate, such as smoking, vaping or drinking alcohol (AD, S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Contributing to healthy communities,VC2HP6P10,"Analyse how various strategies influence the health, safety, relationships and wellbeing of individuals and communities",,"Proposing and implementing strategies to create positive peer environments in online environments (such as evaluating the impact of ‘character’ behaviour when gaming with peers) and in person, to raise awareness of the harmful impact of name-calling and other verbally abusive behaviour (S)"
Health and Physical Education,Levels 5 and 6,"Personal, Social and Community Health",Contributing to healthy communities,VC2HP6P10,"Analyse how various strategies influence the health, safety, relationships and wellbeing of individuals and communities",,"Selecting and practising appropriate strategies to promote safety in different situations, including in the home and in water- and traffic-related situations (S)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M01,"Adapt movement skills across a variety of situations, including indoor, outdoor and aquatic settings",,"Applying stability and locomotor skills to dodge and feint in different movement situations (AP, FMS, GS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M01,"Adapt movement skills across a variety of situations, including indoor, outdoor and aquatic settings",,"Performing activities that involve a transition from one skill to another, such as from dribbling to shooting or from leaping to balancing, in changing movement situations (CA, FMS, GS, RE)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M01,"Adapt movement skills across a variety of situations, including indoor, outdoor and aquatic settings",,"Adapting kicking, striking and throwing skills to a variety of new games and activities (AP, FMS, GS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M01,"Adapt movement skills across a variety of situations, including indoor, outdoor and aquatic settings",,"Combining surface propulsion and underwater skills in an aquatic environment (FMS, HBPA, LLPA, S)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M01,"Adapt movement skills across a variety of situations, including indoor, outdoor and aquatic settings",,"Using feedback to improve body control and coordination (AP, CA, FMS, GS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M02,Transfer familiar movement strategies to different movement situations,,"Transferring defensive or offensive strategies that have been successful in one game to a similar game and considering the effectiveness of these strategies on movement outcomes in the new game (AP, FMS, GS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M02,Transfer familiar movement strategies to different movement situations,,"Examining and demonstrating how strategies used in one physical activity can be transferred to a new movement situation, such as hitting a ball into space in striking and fielding games and hitting a badminton shuttle into space on the opponent’s court (AP, CA, GS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M02,Transfer familiar movement strategies to different movement situations,,Transferring strategies to safely traverse obstacles in an outdoor environment (CA)
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M02,Transfer familiar movement strategies to different movement situations,,"Making judgements, based on agreed criteria, about the effectiveness of transferring strategies from one game to another (AP, GS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M03,"Investigate how different movement concepts related to effort, space, time, objects and people can be applied to improve movement outcomes",,"Demonstrating an understanding of how to adjust the force and speed of an object to improve accuracy and control (AP, FMS, GS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M03,"Investigate how different movement concepts related to effort, space, time, objects and people can be applied to improve movement outcomes",,"Working with a partner to explore pushing and pulling movements and how these can be manipulated to generate and perform counterbalances (RE, RS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M03,"Investigate how different movement concepts related to effort, space, time, objects and people can be applied to improve movement outcomes",,"Developing strategies that exploit the playing space to create offensive or defensive advantage (AP, GS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M03,"Investigate how different movement concepts related to effort, space, time, objects and people can be applied to improve movement outcomes",,"Adjusting constraints within a small-sided game to increase or decrease the time available for an attacker to make decisions when executing a movement skill (AP, GS)"
Health and Physical Education,Levels 5 and 6,Movement and Physical Activity,Moving our bodies,VC2HP6M04,"Create and perform a variety of movement sequences, modifying the movement elements of time, effort, space, people and objects",,"Composing movement sequences including balances to travel from point to point (FMS, RE)"
