Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Foundation,Exploring,,VC2ADAFE01,Explore how and why dance is important for people and communities,,"Exploring viewpoint questions, such as ‘What is dance?’"
Foundation,Exploring,,VC2ADAFE01,Explore how and why dance is important for people and communities,,"Identifying dance experiences in their lives, such as dances they watch or perform live, through film, animations, computer games or music videos, and dance works they encounter at school or in community settings"
Foundation,Exploring,,VC2ADAFE01,Explore how and why dance is important for people and communities,,Sharing ideas and feelings about dances they experience or encounter with peers and teachers
Foundation,Exploring,,VC2ADAFE01,Explore how and why dance is important for people and communities,,"Identifying social or cultural dances that have meaning for people and communities, including the works of Aboriginal and Torres Strait Islander Peoples"
Foundation,Exploring,,VC2ADAFE02,Explore ideas for dance through purposeful play,,"Using play and movement to explore understandings they have about a story, text or image; for example, exploring questions such as ‘What is happening?’ and ‘What shapes or movements can I see?’"
Foundation,Exploring,,VC2ADAFE02,Explore ideas for dance through purposeful play,,"Using guided, purposeful play to explore how different parts of their bodies can make movements"
Foundation,Developing Practices,,VC2ADAFD01,Use play and imagination to discover possibilities in dance,,"Asking viewpoint questions, such as ‘Why do artists make dance?’"
Foundation,Developing Practices,,VC2ADAFD01,Use play and imagination to discover possibilities in dance,,"Creating shapes, numbers or letters of the alphabet with their bodies"
Foundation,Developing Practices,,VC2ADAFD01,Use play and imagination to discover possibilities in dance,,"Imagining how their bodies would move on slippery, sharp, muddy, cold, hot and other surfaces"
Foundation,Developing Practices,,VC2ADAFD01,Use play and imagination to discover possibilities in dance,,Responding to the emotions they experience when listening to different pieces of music using movement
Foundation,Developing Practices,,VC2ADAFD01,Use play and imagination to discover possibilities in dance,,Improvising to a piece of music or other sounds to form frozen or still images of different shapes
Foundation,Developing Practices,,VC2ADAFD01,Use play and imagination to discover possibilities in dance,,"Playing games to develop safe movement vocabulary such as balance, gesture, turning, bending, stretching and jumping"
Foundation,Creating,,VC2ADAFC01,Create dance that communicates an idea,,Creating simple phrases or dances through play and improvisation that communicate ideas
Foundation,Creating,,VC2ADAFC01,Create dance that communicates an idea,,"Extending single movement ideas such as a shape, balance, gesture, turn, bend, stretch or jump and creating phrases and sequences by joining movements together"
Foundation,Creating,,VC2ADAFC01,Create dance that communicates an idea,,"Learning new movement patterns; for example, changing body part, direction or level"
Foundation,Creating,,VC2ADAFC01,Create dance that communicates an idea,,Inventing movements to familiar songs that communicate the idea of the song in dance
Foundation,Presenting,,VC2ADAFP01,Share their dance with audiences,,"Asking viewpoint questions, such as ‘What is this dance about?’"
Foundation,Presenting,,VC2ADAFP01,Share their dance with audiences,,"Sharing their dance with the class through a performance walk; for example, walking around the space looking at a frozen image or series of movements"
Foundation,Presenting,,VC2ADAFP01,Share their dance with audiences,,Commenting on features that are similar or different between different dances
Foundation,Presenting,,VC2ADAFP01,Share their dance with audiences,,"Presenting a dance they have learnt and practised, aiming to stay in time or move in unison with a partner or group"
Foundation,Presenting,,VC2ADAFP01,Share their dance with audiences,,Describing in words the movements they created or how the movements expressed a feeling or idea
Foundation,Presenting,,VC2ADAFP01,Share their dance with audiences,,"Identifying movements such as jumps, turns, walking, sliding or twisting when viewing dances"
