Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 7 and 8,Exploring,,VC2AVC8E01,"Investigate ways that visual communication practices are used to communicate ideas and information across cultures, times, places and other contexts",,"Using viewpoints to develop questions to investigate how designers have developed design solutions and communicated ideas using visual communication design, such as ‘What is the design problem?’, ‘What are some of the ways that designers develop design solutions using visual communication?’ and ‘What are the materials and technologies that designers use to generate and develop design solutions in visual communication design?’"
Levels 7 and 8,Exploring,,VC2AVC8E01,"Investigate ways that visual communication practices are used to communicate ideas and information across cultures, times, places and other contexts",,"Researching the ways that designers from different cultures, times and places have communicated ideas in contexts and fields of design practice including objects, environments, messages and interactive experiences"
Levels 7 and 8,Exploring,,VC2AVC8E01,"Investigate ways that visual communication practices are used to communicate ideas and information across cultures, times, places and other contexts",,Investigating the ways that designers from different times and places communicate ideas across a range of contexts
Levels 7 and 8,Exploring,,VC2AVC8E01,"Investigate ways that visual communication practices are used to communicate ideas and information across cultures, times, places and other contexts",,"Examining the materials, media, methods and visual language used in the design process in different contexts and fields of design practice"
Levels 7 and 8,Exploring,,VC2AVC8E01,"Investigate ways that visual communication practices are used to communicate ideas and information across cultures, times, places and other contexts",,"Identifying and describing the choice of methods, materials, media and visual language to communicate ideas in visual communications"
Levels 7 and 8,Exploring,,VC2AVC8E02,"Explore the diversity of design solutions across different fields of design practice and contexts and consider culturally, legally and ethically responsive approaches, including the use of Indigenous Cultural and Intellectual Property rights",,"Investigating how designers ensure their legal and moral obligations are met when selecting and using Aboriginal and Torres Strait Islander Peoples’ cultural material to develop and create contemporary work, for example by accessing information about how professional artists and design companies obtain permission to use cultural material that belongs to a collective or a cultural group rather than an individual"
Levels 7 and 8,Exploring,,VC2AVC8E02,"Explore the diversity of design solutions across different fields of design practice and contexts and consider culturally, legally and ethically responsive approaches, including the use of Indigenous Cultural and Intellectual Property rights",,"Investigating an example of cultural appropriation where it has been found that Indigenous Cultural and Intellectual Property rights have been denied and identifying how this situation could have been approached respectfully, for example a situation where an artist used symbols, techniques or styles that carry cultural knowledge without gaining permission from the cultural knowledge holders"
Levels 7 and 8,Exploring,,VC2AVC8E02,"Explore the diversity of design solutions across different fields of design practice and contexts and consider culturally, legally and ethically responsive approaches, including the use of Indigenous Cultural and Intellectual Property rights",,"Analysing designs of products, environments and experiences to identify how well design ideas respond to sustainability issues and how they take into consideration the needs of users; for example, considering universal design principles or circular design practices"
Levels 7 and 8,Exploring,,VC2AVC8E02,"Explore the diversity of design solutions across different fields of design practice and contexts and consider culturally, legally and ethically responsive approaches, including the use of Indigenous Cultural and Intellectual Property rights",,"Investigating the needs of communities from different cultures, times and places to develop design ideas, concepts and solutions; for example, interviewing community members about user experiences and communication needs"
Levels 7 and 8,Developing Practices,,VC2AVC8D01,"Develop skills in visual communication practices by exploring and experimenting with visual language, methods, media and materials",,"Experimenting with materials, media and methods used to generate design ideas, refine concepts and present solutions"
Levels 7 and 8,Developing Practices,,VC2AVC8D01,"Develop skills in visual communication practices by exploring and experimenting with visual language, methods, media and materials",,Experimenting with design elements and principles to develop an understanding of visual language to communicate ideas
