Subject,Band,Strand,SubStrand,ContentCode_V2,ContentDescription_V2,Topic,Elaboration
History,Levels 5 and 6,Historical Knowledge and Understanding,Australia (1800–1900),VC2HH6K01,The causes for the establishment of different British colonies on Aboriginal and Torres Strait Islander Peoples’ Countries and Places after 1800,,"Explaining the reasons for the establishment of different types of colonies in Australia, such as a penal colony (e.g. Moreton Bay, Van Diemen’s Land) or a free colony (e.g. South Australia, Victoria)"
History,Levels 5 and 6,Historical Knowledge and Understanding,Australia (1800–1900),VC2HH6K01,The causes for the establishment of different British colonies on Aboriginal and Torres Strait Islander Peoples’ Countries and Places after 1800,,"Identifying the motivations and perspectives of early colonists of Victoria, such as the Henty family and John Batman, using historical sources"
History,Levels 5 and 6,Historical Knowledge and Understanding,Australia (1800–1900),VC2HH6K01,The causes for the establishment of different British colonies on Aboriginal and Torres Strait Islander Peoples’ Countries and Places after 1800,,"Investigating economic reasons for the establishment of different colonies in Australia, such as the acquisition of land and resources, and the economic situation in Britain, including high unemployment and poverty"
History,Levels 5 and 6,Historical Knowledge and Understanding,Australia (1800–1900),VC2HH6K01,The causes for the establishment of different British colonies on Aboriginal and Torres Strait Islander Peoples’ Countries and Places after 1800,,Examining the colonisation of the Torres Strait Islands in the 1870s
History,Levels 5 and 6,Historical Knowledge and Understanding,Australia (1800–1900),VC2HH6K01,The causes for the establishment of different British colonies on Aboriginal and Torres Strait Islander Peoples’ Countries and Places after 1800,,"Mapping local, regional and state/territory rural and urban population patterns in the 1800s, and noting the factors, such as geographical features, climate, water resources, the discovery of gold, transport and access to port facilities, that shaped these patterns"
History,Levels 5 and 6,Historical Knowledge and Understanding,Australia (1800–1900),VC2HH6K01,The causes for the establishment of different British colonies on Aboriginal and Torres Strait Islander Peoples’ Countries and Places after 1800,,Using a visible thinking routine to identify the different factors influencing the establishment of a colony
History,Levels 5 and 6,Historical Knowledge and Understanding,Australia (1800–1900),VC2HH6K02,"The impacts of the development of colonies on Aboriginal and Torres Strait Islander Peoples, local-born colonists and migrants, and on the environment",,"Investigating an event or development and explaining its economic, social and political impacts on a colony; for example, the consequences of frontier conflict events such as the Myall Creek Massacre or the Pinjarra Massacre; the impact of South Sea Islanders on sugar farming and the timber industry; the impact of the Eureka Stockade on the development of democracy; the impact of internal ‘exploration’ and the advent of rail on the expansion of farming"
History,Levels 5 and 6,Historical Knowledge and Understanding,Australia (1800–1900),VC2HH6K02,"The impacts of the development of colonies on Aboriginal and Torres Strait Islander Peoples, local-born colonists and migrants, and on the environment",,"Using stories, government documents, letters and diaries and historical interpretations to investigate the interaction between Aboriginal Peoples’ communities, colonists and migrants in the development of Victoria"
History,Levels 5 and 6,Historical Knowledge and Understanding,Australia (1800–1900),VC2HH6K02,"The impacts of the development of colonies on Aboriginal and Torres Strait Islander Peoples, local-born colonists and migrants, and on the environment",,Examining the impacts of the pearling industry on Torres Strait Islander communities
History,Levels 5 and 6,Historical Knowledge and Understanding,Australia (1800–1900),VC2HH6K02,"The impacts of the development of colonies on Aboriginal and Torres Strait Islander Peoples, local-born colonists and migrants, and on the environment",,"Investigating colonial life to discover what life was like at that time for different inhabitants (e.g. an Aboriginal or Torres Strait Islander Peoples’ community and a European and/or Asian immigrant community; a convict and a free colonist; a ‘squatter’, European or Chinese gold miners; sugarcane farmers; cameleers; an indentured labourer), the challenges they faced and responses they made in terms of clothing, access to food and water, leisure, paid and unpaid work, use of technologies, shopping or trade, language, housing and children’s lives"
History,Levels 5 and 6,Historical Knowledge and Understanding,Australia (1800–1900),VC2HH6K02,"The impacts of the development of colonies on Aboriginal and Torres Strait Islander Peoples, local-born colonists and migrants, and on the environment",,"Mapping colonisation patterns in the 1800s, noting factors that shaped these patterns (e.g. geographical features, climate, access to land for farming and grazing, water resources, the discovery of gold, transport and access to port facilities) and the impact these settlement patterns had on the local environment and its ecosystems (e.g. comparing the present and past landscape, and the flora and fauna of the local community, including introduced species)"
