Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K01,"The distribution and characteristics of biomes as regions with distinctive climates, vegetation and biomass productivity, and the potential to produce food",,"Recognising that biomass is the source of the world’s food, fibre and plant-based industrial materials, and that biomass mass production (as measured by net primary productivity) is influenced by climate"
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K01,"The distribution and characteristics of biomes as regions with distinctive climates, vegetation and biomass productivity, and the potential to produce food",,"Identifying and describing the major aquatic and terrestrial biomes of Australia and the world, their spatial distribution and their net primary productivity"
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K01,"The distribution and characteristics of biomes as regions with distinctive climates, vegetation and biomass productivity, and the potential to produce food",,Identifying those biomes in Australia and overseas that produce most of the world’s food
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K01,"The distribution and characteristics of biomes as regions with distinctive climates, vegetation and biomass productivity, and the potential to produce food",,"Investigating the positive and negative consequences of human changes to biomes to produce food, such as through vegetation clearance, the introduction of exotic plants and animals, drainage, terracing, cultivation, irrigation and the application of agricultural chemicals"
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K02,"The environmental, economic and technological factors that influence crop production in Australia and worldwide",,Identifying the biomes in Australia and a country in Asia that produce some of the foods and plant material people consume
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K02,"The environmental, economic and technological factors that influence crop production in Australia and worldwide",,"Describing how environmental factors (such as climate, soil, landforms and water resources) influence crop yields"
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K02,"The environmental, economic and technological factors that influence crop production in Australia and worldwide",,"Investigating the impacts of irrigation, accessibility, labour supply, landforms and agricultural technologies (such as high-yielding varieties) on the achievement of high food crop yields"
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K02,"The environmental, economic and technological factors that influence crop production in Australia and worldwide",,"Explaining how human alteration of biomes (e.g. drip irrigation, fertilisers, pesticides, genetically modified seeds, agrobiotics, terracing, and controlling erosion and overgrazing) has increased agricultural productivity in Australia and a country in Asia"
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K02,"The environmental, economic and technological factors that influence crop production in Australia and worldwide",,Evaluating the ways in which agricultural innovations (such as crop breeding and drip irrigation) have changed some of the environmental limitations on food production in Australia
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K03,"The environmental, economic and social sustainability of farming in Australia",,"Discussing how to assess the environmental sustainability of farming and using this knowledge to evaluate the present sustainability of farming methods in Australia, including the sustainability of soils"
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K03,"The environmental, economic and social sustainability of farming in Australia",,"Identifying sustainable farming practices in Australia (such as conservation farming, regenerative agriculture and biodynamic farming) and evaluating their advantages and disadvantages"
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K03,"The environmental, economic and social sustainability of farming in Australia",,Evaluating the economic and social sustainability of farming in Australia
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K03,"The environmental, economic and social sustainability of farming in Australia",,"Investigating the impacts of damage to Australian biomes by colonists on the productivity and availability of staple resources for Aboriginal and Torres Strait Islander Peoples, for example on the myrrnong (yam daisy) in Victoria"
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K03,"The environmental, economic and social sustainability of farming in Australia",,"Examining how agricultural innovations have reduced environmental limitations on food production in Australia, for example increased food production due to research into and development of high-yielding and genetically engineered pest resistant varieties, construction of drip irrigation systems, and the use of stubble mulching, intercropping, agroforestry and crop rotation"
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K04,"The environmental, economic and political constraints, including climate change, on the world’s capacity to sustainably feed projected future global populations",,"Discussing the difference between extensification and intensification as ways of increasing food production to the level needed to feed future populations, and evaluating their sustainability"
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K04,"The environmental, economic and political constraints, including climate change, on the world’s capacity to sustainably feed projected future global populations",,"Evaluating environmental constraints on future food production from land degradation (e.g. soil erosion, salinity, acidification), industrial pollution, water scarcity and climate change"
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K04,"The environmental, economic and political constraints, including climate change, on the world’s capacity to sustainably feed projected future global populations",,"Evaluating the impacts on future food production from competing land uses, such as urban and industrial uses, mining, production of food crops for biofuels and livestock, and tourism"
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K04,"The environmental, economic and political constraints, including climate change, on the world’s capacity to sustainably feed projected future global populations",,"Reflecting on how poverty, government policies, conflict or trade barriers could negatively affect global food production and the future food security of many people"
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K04,"The environmental, economic and political constraints, including climate change, on the world’s capacity to sustainably feed projected future global populations",,"Explaining management strategies that restore the quality or diversity of agriculture in Australia; for example, improving the function of natural biomes and anthropogenic biomes, monitoring land management practices, improving the condition of the soil or building the capability of farmers"
Levels 9 and 10,Geographical Knowledge and Understanding,Biomes and food security,VC2HG10K04,"The environmental, economic and political constraints, including climate change, on the world’s capacity to sustainably feed projected future global populations",,"Generating ideas for a strategy to expand agricultural production in Australia; for example, marketing bush food such as herbs and wattle seed, investing in research, supporting farm innovations or developing the expertise of farmers"
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K05,"The impacts of changing transportation and digital tools on peoples’ lives and places, and their interconnection with and impact on people, services and information in other places",,"Discussing how access to transportation affects the ways people perceive, use and are connected to specific services or opportunities in a place, for example access to regional flights to travel to capital cities and to international destinations"
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K05,"The impacts of changing transportation and digital tools on peoples’ lives and places, and their interconnection with and impact on people, services and information in other places",,"Identifying and describing how transport and information networks function to connect people to goods and services (e.g. from cotton crop to T-shirts or from farm to table), including how supply-chain logistics influence these connections"
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K05,"The impacts of changing transportation and digital tools on peoples’ lives and places, and their interconnection with and impact on people, services and information in other places",,"Investigating the spatial distribution of the people they are connected to through social media and the internet and how much it differs from the spatial distribution of their face-to-face connections, and discussing whether these communication technologies have eradicated distance as a constraint on their interactions with other people"
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K05,"The impacts of changing transportation and digital tools on peoples’ lives and places, and their interconnection with and impact on people, services and information in other places",,"Examining how technology has made it possible for places in India, the Philippines and elsewhere to provide a range of global business services and reflecting on whether distance is no longer a constraint on their location"
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K05,"The impacts of changing transportation and digital tools on peoples’ lives and places, and their interconnection with and impact on people, services and information in other places",,Examining the differences in people’s access to the internet between and within countries (the digital divide) and the consequences of these differences
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K05,"The impacts of changing transportation and digital tools on peoples’ lives and places, and their interconnection with and impact on people, services and information in other places",,"Conducting a survey to collect data on the impacts of digital tools on people’s lives in their class, family or community and/or debating the influence of distance and the internet on such things as their purchases, entertainment, activities and ideas"
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K06,"The economic and demographic impacts of international trade in manufactured products on places, including on Australia and Asia",,Investigating places in Asia and elsewhere that have grown rapidly as manufacturing centres supplying a world market
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K06,"The economic and demographic impacts of international trade in manufactured products on places, including on Australia and Asia",,Examining the impacts of imports of manufactured products on Australian places
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K06,"The economic and demographic impacts of international trade in manufactured products on places, including on Australia and Asia",,"Examining the impacts on people, places or environments of mining, farming, forestry or the production of manufactured goods"
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K06,"The economic and demographic impacts of international trade in manufactured products on places, including on Australia and Asia",,"Evaluating the environmental, economic and social impacts of the global oil supply chain, from where the resource is extracted, processed and sold, and how impacts could be sustainably managed in Australia and in West Asia"
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K07,"The impacts of interconnections through trade, including trade in embodied carbon, on the sustainability of countries",,"Examining how and why places are interconnected nationally, regionally and globally through trade in goods and services"
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K07,"The impacts of interconnections through trade, including trade in embodied carbon, on the sustainability of countries",,"Identifying examples of change in interconnections between places and people through trade in goods and/or services over time at the local, national and global scale"
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K07,"The impacts of interconnections through trade, including trade in embodied carbon, on the sustainability of countries",,"Exploring the environmental impacts of the imported goods they consume on the places that produce the raw materials, manufacture the product and receive the wastes at the end of the product’s life"
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K07,"The impacts of interconnections through trade, including trade in embodied carbon, on the sustainability of countries",,Evaluating the impacts of trade in food products on biodiversity in the places that produce them
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K07,"The impacts of interconnections through trade, including trade in embodied carbon, on the sustainability of countries",,"Discussing whether a country can claim to have improved its environmental sustainability if this has been achieved through the shift of resource use and production to other countries, using the concept of trade in embodied carbon"
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K08,"The impacts on places of people’s travel, recreational or cultural choices, and how these can be managed, including those impacting Aboriginal and Torres Strait Islander Peoples and their Country and Place",,"Identifying places in Australia and elsewhere that attract visitors for activities such as attending festivals, visiting art galleries and attending cultural and historical experiences"
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K08,"The impacts on places of people’s travel, recreational or cultural choices, and how these can be managed, including those impacting Aboriginal and Torres Strait Islander Peoples and their Country and Place",,Investigating the positive and negative impacts of tourism on places in Europe and ways of managing these impacts
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K08,"The impacts on places of people’s travel, recreational or cultural choices, and how these can be managed, including those impacting Aboriginal and Torres Strait Islander Peoples and their Country and Place",,Discussing the impacts of tourism on the economies of small Australian towns
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K08,"The impacts on places of people’s travel, recreational or cultural choices, and how these can be managed, including those impacting Aboriginal and Torres Strait Islander Peoples and their Country and Place",,"Discussing how people’s changing travel, recreational or cultural choices may affect places in the future"
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K08,"The impacts on places of people’s travel, recreational or cultural choices, and how these can be managed, including those impacting Aboriginal and Torres Strait Islander Peoples and their Country and Place",,"Researching the impacts of tourism on Aboriginal and Torres Strait Islander Peoples and their Country and Place in Grampians (Gariwerd) National Park, Budj Bim National Park and Tarra-Bulga National Park"
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K08,"The impacts on places of people’s travel, recreational or cultural choices, and how these can be managed, including those impacting Aboriginal and Torres Strait Islander Peoples and their Country and Place",,"Examining how management plans for national parks, such as Uluru–Kata Tjuta National Park, bring together cultural and scientific knowledge and experience, as well as governance and past experience, to manage the impacts of people’s cultural and leisure choices"
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K09,"The influence of the interconnectedness of the world on the spatial spread of trends in music, fashions or entertainment, or on the diffusion of pandemics, financial disasters or similar events",,Investigating how travel contributes to the interconnectedness of the world
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K09,"The influence of the interconnectedness of the world on the spatial spread of trends in music, fashions or entertainment, or on the diffusion of pandemics, financial disasters or similar events",,Investigating how trends in music or fashions spread around the world
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K09,"The influence of the interconnectedness of the world on the spatial spread of trends in music, fashions or entertainment, or on the diffusion of pandemics, financial disasters or similar events",,Examining the spatial spread of the COVID-19 pandemic and speculating on the differences between countries in its incidence
Levels 9 and 10,Geographical Knowledge and Understanding,Geographies of interconnection,VC2HG10K09,"The influence of the interconnectedness of the world on the spatial spread of trends in music, fashions or entertainment, or on the diffusion of pandemics, financial disasters or similar events",,Investigating how and why a stock market crash in the Northern Hemisphere can affect places in the Southern Hemisphere
Levels 9 and 10,Geographical Knowledge and Understanding,Environmental change and management,VC2HG10K10,Human-induced environmental changes and their impacts on the sustainability of places and environmental functions,,"Discussing how the source, services (including ecosystem services), sink (waste disposal) and spiritual functions of the environment can be translated into criteria for assessing sustainability"
Levels 9 and 10,Geographical Knowledge and Understanding,Environmental change and management,VC2HG10K10,Human-induced environmental changes and their impacts on the sustainability of places and environmental functions,,Identifying human-induced environmental changes (such as water and atmospheric pollution; loss of biodiversity; degradation of land and aquatic environments; and climate change) and discussing the issues they pose for sustainability
Levels 9 and 10,Geographical Knowledge and Understanding,Environmental change and management,VC2HG10K10,Human-induced environmental changes and their impacts on the sustainability of places and environmental functions,,"Identifying tensions between the conflicting perspectives of individuals, communities and governments on the use of sustainable practices"
Levels 9 and 10,Geographical Knowledge and Understanding,Environmental change and management,VC2HG10K10,Human-induced environmental changes and their impacts on the sustainability of places and environmental functions,,"Discussing the concept of sustainability in relation to environmental functions and identifying tensions between the conflicting perspectives of communities, businesses and government"
Levels 9 and 10,Geographical Knowledge and Understanding,Environmental change and management,VC2HG10K11,Geographical approaches to understanding the causes and consequences of a selected environmental issue,,"Applying interconnected (holistic) thinking to examine the relationships between human actions and the biophysical processes that produce the selected environmental issue, as well as the underlying causes of those actions"
Levels 9 and 10,Geographical Knowledge and Understanding,Environmental change and management,VC2HG10K11,Geographical approaches to understanding the causes and consequences of a selected environmental issue,,Describing the impacts of the selected environmental issue on the sustainability of environmental functions
Levels 9 and 10,Geographical Knowledge and Understanding,Environmental change and management,VC2HG10K12,Aboriginal and Torres Strait Islander Peoples’ approaches to custodial responsibility and environmental management,,"Identifying the influence of cultural values on how Aboriginal and Torres Strait Islander Peoples manage environments (e.g. continuity of cultural practices, management or development of Country and Place, and land tenure systems) and explaining custodial responsibilities for a Country or Place"
Levels 9 and 10,Geographical Knowledge and Understanding,Environmental change and management,VC2HG10K12,Aboriginal and Torres Strait Islander Peoples’ approaches to custodial responsibility and environmental management,,"Explaining Aboriginal and Torres Strait Islander Peoples’ concept of custodial responsibility, ways of thinking and practices that contribute to sustainability, for example obligations to Country and Place, land management and care practices such as cleaning up the land and fire management, removal of weeds and rubbish, protection of threatened species, and capacity-building within Aboriginal and Torres Strait Islander communities"
Levels 9 and 10,Geographical Knowledge and Understanding,Environmental change and management,VC2HG10K12,Aboriginal and Torres Strait Islander Peoples’ approaches to custodial responsibility and environmental management,,Discussing the role of Aboriginal and Torres Strait Islander park rangers and their cultural knowledge and practices in the management of their Country and Place and environments
Levels 9 and 10,Geographical Knowledge and Understanding,Environmental change and management,VC2HG10K12,Aboriginal and Torres Strait Islander Peoples’ approaches to custodial responsibility and environmental management,,"Researching the role of Aboriginal and Torres Strait Islander Peoples in current environmental management programs, such as the use of Traditional Owner–led fire management in Victoria"
Levels 9 and 10,Geographical Knowledge and Understanding,Environmental change and management,VC2HG10K13,The influence of people’s environmental worldviews on their support for environmental sustainability,,"Describing the role of people’s environmental worldviews (e.g. human-centred, eco-centred and Earth-centred) in producing different attitudes and approaches towards environmental sustainability and environmental management"
Levels 9 and 10,Geographical Knowledge and Understanding,Environmental change and management,VC2HG10K13,The influence of people’s environmental worldviews on their support for environmental sustainability,,Comparing the differences in people’s views about the causes of environmental issues in Australia and what should be done about them
Levels 9 and 10,Geographical Knowledge and Understanding,Environmental change and management,VC2HG10K13,The influence of people’s environmental worldviews on their support for environmental sustainability,,Investigating the priority Australians give to environmental programs
Levels 9 and 10,Geographical Knowledge and Understanding,Environmental change and management,VC2HG10K13,The influence of people’s environmental worldviews on their support for environmental sustainability,,Discussing whether environmental change is necessarily a problem that should be managed and explaining people’s choices of methods for managing or responding to environmental changes
Levels 9 and 10,Geographical Knowledge and Understanding,Environmental change and management,VC2HG10K14,"Geographical approaches to the management of a selected environmental issue, including how environment, change, interconnection and sustainability can be considered to understand environmental issues",,"Explaining the impacts or projected impacts of a selected environmental issue, such as river floods or beach erosion"
