Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 9 and 10,Exploring,,VC2AVA10E01,"Investigate the ways that artists across cultures, times, places and other contexts develop personal expression in their visual arts practice to communicate and/or challenge ideas, perspectives and meaning",,"Analysing a selection of artworks that represent a point of view on the same or similar theme, story, historical event, place, time, or use of a technique or materials, noting the differences and similarities in the range of artworks and how an artist’s lived experience and cultural forces can have an impact on perspectives found in their work"
Levels 9 and 10,Exploring,,VC2AVA10E01,"Investigate the ways that artists across cultures, times, places and other contexts develop personal expression in their visual arts practice to communicate and/or challenge ideas, perspectives and meaning",,"Researching, analysing and evaluating the ways that artists from different times and places represent subject matter and themes or concepts, such as freedom and social change or identity, using a range of styles and conventions"
Levels 9 and 10,Exploring,,VC2AVA10E01,"Investigate the ways that artists across cultures, times, places and other contexts develop personal expression in their visual arts practice to communicate and/or challenge ideas, perspectives and meaning",,"Creating extended written, oral or multimedia accounts, such as essays, podcasts or vodcasts, debates or reviews, that discuss and explain how artists have represented their ideas in their artworks and art practice"
Levels 9 and 10,Exploring,,VC2AVA10E01,"Investigate the ways that artists across cultures, times, places and other contexts develop personal expression in their visual arts practice to communicate and/or challenge ideas, perspectives and meaning",,Selecting different critical perspectives to develop explanations about artists’ approaches and works at different times and in different contexts
Levels 9 and 10,Exploring,,VC2AVA10E01,"Investigate the ways that artists across cultures, times, places and other contexts develop personal expression in their visual arts practice to communicate and/or challenge ideas, perspectives and meaning",,"Exploring the development of a visual arts form over time, considering the impact of globalisation, cultural practices and new discoveries in materials and technologies, for example woodblock printing or photography"
Levels 9 and 10,Exploring,,VC2AVA10E02,"Investigate the ways that Australian artists, including Aboriginal and Torres Strait Islander Peoples, celebrate and challenge multiple perspectives of Australian identity through their artworks and visual arts practice",,"Exploring the ways that Aboriginal and Torres Strait Islander visual artists use their practices to communicate ideas, messages and lived experiences to the broader community"
Levels 9 and 10,Exploring,,VC2AVA10E02,"Investigate the ways that Australian artists, including Aboriginal and Torres Strait Islander Peoples, celebrate and challenge multiple perspectives of Australian identity through their artworks and visual arts practice",,"Researching a diverse range of artworks or designs, such as artworks in galleries, protest posters or street art, to analyse how and why Aboriginal and Torres Strait Islander artists have used visual language as a tool to express activism for change"
Levels 9 and 10,Exploring,,VC2AVA10E02,"Investigate the ways that Australian artists, including Aboriginal and Torres Strait Islander Peoples, celebrate and challenge multiple perspectives of Australian identity through their artworks and visual arts practice",,"Analysing the ways that Aboriginal and Torres Strait Islander Peoples use their practices to challenge and inform community debate and present multiple ways of understanding an issue, for example understandings about ‘first contacts’ between Aboriginal and Torres Strait Islander Peoples and people from Britain or Europe"
Levels 9 and 10,Exploring,,VC2AVA10E02,"Investigate the ways that Australian artists, including Aboriginal and Torres Strait Islander Peoples, celebrate and challenge multiple perspectives of Australian identity through their artworks and visual arts practice",,Understanding ways that the arts provide opportunities for Aboriginal and Torres Strait Islander Peoples to continue and develop their culture
Levels 9 and 10,Exploring,,VC2AVA10E02,"Investigate the ways that Australian artists, including Aboriginal and Torres Strait Islander Peoples, celebrate and challenge multiple perspectives of Australian identity through their artworks and visual arts practice",,"Investigating how Aboriginal and Torres Strait Islander visual artists are caring for Country and Place, Culture and people through the visual arts, for example by working with representatives of local Aboriginal and/or Torres Strait Islander communities to explore how local groups are caring for the local environment and highlighting these issues through visual arts projects, such as campaigns that focus on environmental issues"
