Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Science,Levels 7 and 8,Science as a Human Endeavour,Nature and development of science,VC2S8H01,"Scientific knowledge, including models and theories, can change because of new evidence",,Exploring how scientists are re-examining the relationships between organisms to refine the classification of species as they discover new information or interpret evidence in new ways
Science,Levels 7 and 8,Science as a Human Endeavour,Nature and development of science,VC2S8H01,"Scientific knowledge, including models and theories, can change because of new evidence",,"Investigating how Aboriginal and/or Torres Strait Islander Peoples’ traditional ecological and zoological knowledge informs sustainable harvesting practices of species such as dugongs, turtles, the short-finned eel and the Bogong moth"
Science,Levels 7 and 8,Science as a Human Endeavour,Nature and development of science,VC2S8H01,"Scientific knowledge, including models and theories, can change because of new evidence",,Investigating how aeronautical engineers’ understanding of the nature of the forces acting in flight has led to changes in the design of aircraft
Science,Levels 7 and 8,Science as a Human Endeavour,Nature and development of science,VC2S8H01,"Scientific knowledge, including models and theories, can change because of new evidence",,"Investigating how the interpretations of Aboriginal and/or Torres Strait Islander Peoples’ Deep Time cultural sites can change with new scientific evidence, such as Cloggs Cave on Gunaikurnai Country in East Gippsland and Budj Bim Cultural Landscape on Gunditjmara Country in south-western Victoria"
Science,Levels 7 and 8,Science as a Human Endeavour,Nature and development of science,VC2S8H01,"Scientific knowledge, including models and theories, can change because of new evidence",,Examining the evidence that led to the acceptance of the theory of plate tectonics rather than the theory of continental drift to explain the movement of continents
Science,Levels 7 and 8,Science as a Human Endeavour,Nature and development of science,VC2S8H01,"Scientific knowledge, including models and theories, can change because of new evidence",,"Investigating how advances in deep Earth imaging techniques have enabled identification of mineral, energy and water resources beneath surface sedimentary rock"
Science,Levels 7 and 8,Science as a Human Endeavour,Nature and development of science,VC2S8H01,"Scientific knowledge, including models and theories, can change because of new evidence",,Researching reasons for different forms of the periodic table
Science,Levels 7 and 8,Science as a Human Endeavour,Nature and development of science,VC2S8H02,Multidisciplinary endeavours to advance scientific knowledge make use of people’s different perspectives and worldviews,,"Exploring how the personal beliefs and ethical positions of a scientist may influence the questions the scientist chooses to pursue and how they investigate those questions, such as the political views of geneticist Richard Levins, who chose to focus on population ecology, or those of physicist Joseph Rotblat, who refused to work on science that might lead to development of an atomic bomb"
Science,Levels 7 and 8,Science as a Human Endeavour,Nature and development of science,VC2S8H02,Multidisciplinary endeavours to advance scientific knowledge make use of people’s different perspectives and worldviews,,Considering why it is important to recognise that different people in society have different perspectives on the introduction of biological controls to eradicate an invasive species
Science,Levels 7 and 8,Science as a Human Endeavour,Nature and development of science,VC2S8H02,Multidisciplinary endeavours to advance scientific knowledge make use of people’s different perspectives and worldviews,,"Researching how David Unaipon, a Ngarrindjeri man from the Coorong region of South Australia, used his cultural knowledge and understanding of the aerodynamic properties of boomerangs to conceptualise a vertical lift flying machine in 1914"
Science,Levels 7 and 8,Science as a Human Endeavour,Nature and development of science,VC2S8H02,Multidisciplinary endeavours to advance scientific knowledge make use of people’s different perspectives and worldviews,,"Investigating how seasonal calendars are used by many Aboriginal and/or Torres Strait Islander Peoples today to interpret and utilise ecological patterns and seasonal phenomena, and how their publication has informed Western scientific understandings across a wide range of disciplines such as botany, zoology, ecology and meteorology"
Science,Levels 7 and 8,Science as a Human Endeavour,Nature and development of science,VC2S8H02,Multidisciplinary endeavours to advance scientific knowledge make use of people’s different perspectives and worldviews,,"Researching how cultural building techniques, such as those used to build bamboo houses, led to the development of structures and materials better able to withstand the effects of earthquakes"
Science,Levels 7 and 8,Science as a Human Endeavour,Nature and development of science,VC2S8H02,Multidisciplinary endeavours to advance scientific knowledge make use of people’s different perspectives and worldviews,,"Investigating how collaboration between religious leader Swami Vivekananda and inventor and physicist Nikola Tesla, who held different worldviews, led to an exploration of the relationship between mass and energy"
Science,Levels 7 and 8,Science as a Human Endeavour,Nature and development of science,VC2S8H02,Multidisciplinary endeavours to advance scientific knowledge make use of people’s different perspectives and worldviews,,Analysing how worldviews relating to fairness in sport have led to the development of rapid chemical tests to identify performance-enhancing drugs
Science,Levels 7 and 8,Science as a Human Endeavour,Use and influence of science,VC2S8H03,"Proposed scientific responses to socio-scientific issues impact on society and may involve ethical, environmental, social and economic considerations",,"Examining how laboratory-grown meat might reduce impacts on ecosystems, and considering any social, ethical and economic implications of developing laboratory-grown meat for wide consumption"
Science,Levels 7 and 8,Science as a Human Endeavour,Use and influence of science,VC2S8H03,"Proposed scientific responses to socio-scientific issues impact on society and may involve ethical, environmental, social and economic considerations",,"Investigating the contributions of Aboriginal and/or Torres Strait Islander Peoples’ knowledges in the identification of medicinal properties of endemic plants, and the ethical, environmental, social and economic implications of others using these knowledges"
Science,Levels 7 and 8,Science as a Human Endeavour,Use and influence of science,VC2S8H03,"Proposed scientific responses to socio-scientific issues impact on society and may involve ethical, environmental, social and economic considerations",,"Investigating the ethical, environmental, social and economic implications of proposed scientific responses that involve cross-cultural partnerships and build on Aboriginal and/or Torres Strait Islander Peoples’ land management techniques"
Science,Levels 7 and 8,Science as a Human Endeavour,Use and influence of science,VC2S8H03,"Proposed scientific responses to socio-scientific issues impact on society and may involve ethical, environmental, social and economic considerations",,"Researching how properties of gases were used in relation to gas warfare in World War I, and the subsequent development of the Geneva Protocol and later adoption of the Chemical Weapons Convention international arms control treaty"
Science,Levels 7 and 8,Science as a Human Endeavour,Use and influence of science,VC2S8H03,"Proposed scientific responses to socio-scientific issues impact on society and may involve ethical, environmental, social and economic considerations",,"Investigating how scientific responses, including new building materials, improved predictions and early warning systems, have supported communities living in countries in the Asia–Pacific region located near plate boundaries, such as Japan, Indonesia and New Zealand"
Science,Levels 7 and 8,Science as a Human Endeavour,Use and influence of science,VC2S8H03,"Proposed scientific responses to socio-scientific issues impact on society and may involve ethical, environmental, social and economic considerations",,Exploring how the development of biodegradable materials has led to more sustainable packaging and reductions in landfill
Science,Levels 7 and 8,Science as a Human Endeavour,Use and influence of science,VC2S8H04,"Communication of scientific knowledge has a role in informing individual viewpoints, and community policies and regulations",,Examining how science communication about endangered species has led to policies and regulations related to fishing catch and hunting limits
Science,Levels 7 and 8,Science as a Human Endeavour,Use and influence of science,VC2S8H04,"Communication of scientific knowledge has a role in informing individual viewpoints, and community policies and regulations",,"Examining how global reporting on high-impact weather events such as cyclones, tidal surges and heatwaves has led to the development of warning systems and evacuation policies"
Science,Levels 7 and 8,Science as a Human Endeavour,Use and influence of science,VC2S8H04,"Communication of scientific knowledge has a role in informing individual viewpoints, and community policies and regulations",,"Investigating how science communication of the impact of waste materials on the environment has led to the adoption of community policies for separating household waste, and encouraged other recycling initiatives"
Science,Levels 7 and 8,Science as a Human Endeavour,Use and influence of science,VC2S8H04,"Communication of scientific knowledge has a role in informing individual viewpoints, and community policies and regulations",,"Investigating relevant campaigns designed to increase community engagement, such as promoting increased rates of registration as an organ donor, debating nuclear power as an energy option and increasing recycling rates"
Science,Levels 7 and 8,Science as a Human Endeavour,Use and influence of science,VC2S8H04,"Communication of scientific knowledge has a role in informing individual viewpoints, and community policies and regulations",,Investigating how promotion of biodegradable materials and the importance of using them has informed individual viewpoints
Science,Levels 7 and 8,Science as a Human Endeavour,Use and influence of science,VC2S8H04,"Communication of scientific knowledge has a role in informing individual viewpoints, and community policies and regulations",,"Examining how the inclusion of Aboriginal and/or Torres Strait Islander Peoples’ scientific knowledges can enrich policies and regulations, for example cultural burning practices informing planned burning in Victoria"
Science,Levels 7 and 8,Science as a Human Endeavour,Use and influence of science,VC2S8H04,"Communication of scientific knowledge has a role in informing individual viewpoints, and community policies and regulations",,Researching how science organisations and high-profile science communicators influence people’s attitudes to science
Science,Levels 7 and 8,Science Understanding,Biological sciences,VC2S8U01,"There are similarities and differences within and between groups of organisms living on Earth; the development and use of classification tools, including dichotomous keys, help order and organise human understanding of the diversity of life",,"Considering the reasons for classifying organisms, such as for identification and communication"
Science,Levels 7 and 8,Science Understanding,Biological sciences,VC2S8U01,"There are similarities and differences within and between groups of organisms living on Earth; the development and use of classification tools, including dichotomous keys, help order and organise human understanding of the diversity of life",,"Identifying the differences in ways that selected organisms achieve the common requirements for life: movement, respiration, sensitivity, growth, reproduction, excretion and nutrition"
Science,Levels 7 and 8,Science Understanding,Biological sciences,VC2S8U01,"There are similarities and differences within and between groups of organisms living on Earth; the development and use of classification tools, including dichotomous keys, help order and organise human understanding of the diversity of life",,Using provided dichotomous keys to identify organisms surveyed on a field trip
