Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Science,Foundation to Level 2,Science as a Human Endeavour,Nature and development of science,VC2S2H01,"Scientific knowledge is based on observations of the natural world using the senses, and scientific tools and instruments",,"Exploring what an observation is, and different ways to make observations using the 5 senses, through guided discussion"
Science,Foundation to Level 2,Science as a Human Endeavour,Nature and development of science,VC2S2H01,"Scientific knowledge is based on observations of the natural world using the senses, and scientific tools and instruments",,"Viewing examples of observations, for example recorded in rock paintings, bark drawings, age-appropriate written reports, labelled drawings or photographs, to explore ways that people make and record observations"
Science,Foundation to Level 2,Science as a Human Endeavour,Nature and development of science,VC2S2H01,"Scientific knowledge is based on observations of the natural world using the senses, and scientific tools and instruments",,"Listening to people involved in scientific work – such as arborists, nurses, engineers and meteorologists – and asking questions about the importance of observations in their work"
Science,Foundation to Level 2,Science as a Human Endeavour,Nature and development of science,VC2S2H01,"Scientific knowledge is based on observations of the natural world using the senses, and scientific tools and instruments",,"Interacting with stories or documentaries about scientists and noticing the ways that they make their observations, such as through drawings, collections, sound recordings and photography, and how they ask questions about what they think they will observe and find"
Science,Foundation to Level 2,Science as a Human Endeavour,Nature and development of science,VC2S2H01,"Scientific knowledge is based on observations of the natural world using the senses, and scientific tools and instruments",,"Recognising that astronomers use patterns of movement of celestial objects, such as stars and comets, in the sky to make predictions about future appearances"
Science,Foundation to Level 2,Science as a Human Endeavour,Use and influence of science,VC2S2H02,"Science is used by people in their daily lives, including asking questions and using patterns from observations of the world around them to make scientific predictions",,"Identifying ways that scientific knowledge is used in the care of the local environment to meet the needs of native animals and in designing supports to meet the needs of those animals, such as building frog and insect hotels and nesting boxes or recycling materials to provide habitat"
Science,Foundation to Level 2,Science as a Human Endeavour,Use and influence of science,VC2S2H02,"Science is used by people in their daily lives, including asking questions and using patterns from observations of the world around them to make scientific predictions",,"Recognising how Aboriginal and/or Torres Strait Islander Peoples observe cyclic changes of night and day length, star patterns in the sky and seasons to predict when events occur, for example following seasonal calendars such as the Gariwerd calendar of the Djab Wurrung and Jardwardjali Peoples to associate the appearance of the emu constellation with the wildflower season during September to November"
Science,Foundation to Level 2,Science as a Human Endeavour,Use and influence of science,VC2S2H02,"Science is used by people in their daily lives, including asking questions and using patterns from observations of the world around them to make scientific predictions",,"Sharing examples of how people use scientific knowledge at home, such as by listening to or viewing weather forecasts or observing weather patterns when planning family events or outings, and wearing appropriate clothing for the season"
Science,Foundation to Level 2,Science as a Human Endeavour,Use and influence of science,VC2S2H02,"Science is used by people in their daily lives, including asking questions and using patterns from observations of the world around them to make scientific predictions",,"Discussing how people manage light and sound at home to ensure that they do not disturb each other or their neighbours, such as quietly closing doors, turning down the lights, taking off shoes on wooden floors and using window coverings"
Science,Foundation to Level 2,Science as a Human Endeavour,Use and influence of science,VC2S2H02,"Science is used by people in their daily lives, including asking questions and using patterns from observations of the world around them to make scientific predictions",,"Learning from people who work with materials, such as woodworkers, product designers and artists (such as fibre artists and sculptors), about how they observe and learn about properties of materials and how they use creativity when manipulating materials"
Science,Foundation to Level 2,Science as a Human Endeavour,Use and influence of science,VC2S2H02,"Science is used by people in their daily lives, including asking questions and using patterns from observations of the world around them to make scientific predictions",,"Investigating toys and digital tools that are sound-activated or voice-activated, and engaging in guided discussions about how some devices use voice patterns to recognise the unique features of an individual’s voice or to help people manage daily activities such as turning on lights and communicating with others"
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U01,Plants and animals have observable features that can be used to group them in different ways,,"Observing fruits and vegetables and identifying them as parts of plants such as roots, flowers, fruit and leaves"
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U01,Plants and animals have observable features that can be used to group them in different ways,,"Grouping animals as vertebrates (animals that have backbones or spinal columns, such as amphibians, birds, fish, mammals and reptiles) or invertebrates (animals that have no backbones or bony skeletons inside them, such as insects, spiders, worms, snails, lobsters and jellyfish; some have outer shells while others have no hard parts in their bodies)"
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U01,Plants and animals have observable features that can be used to group them in different ways,,"Recognising humans as animals, describing external features of humans, and exploring similarities to and differences with other animals"
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U01,Plants and animals have observable features that can be used to group them in different ways,,"Using magnifying glasses or digital cameras to observe and identify external features of plants, including seeds, flowers, fruits and roots, or of animals, such as eyes, body coverings, legs and wings"
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U01,Plants and animals have observable features that can be used to group them in different ways,,Sorting collections of model animals and explaining different grouping strategies
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U01,Plants and animals have observable features that can be used to group them in different ways,,"Investigating how Aboriginal and/or Torres Strait Islander Peoples’ observations of external features have been represented in expressions of material culture from Deep Time to today, such as through rock art or cultural dances, for example in paintings of Genyornis newtoni, a megafaunal species that lived during the most recent Ice Age"
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U02,"Plants and animals have basic needs, including air, water, food and shelter; the places where they live meet those needs",,"Identifying the places where plants and animals live, including in homes and in local areas such as ponds, national parks, gardens and zoos"
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U02,"Plants and animals have basic needs, including air, water, food and shelter; the places where they live meet those needs",,"Identifying what they do to look after pets or plants at home, and grouping these activities"
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U02,"Plants and animals have basic needs, including air, water, food and shelter; the places where they live meet those needs",,"Identifying and comparing the needs of a variety of plants and animals, including humans, based on their own experiences"
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U02,"Plants and animals have basic needs, including air, water, food and shelter; the places where they live meet those needs",,"Creating a diorama of a place a plant or animal lives, and identifying the features that enable it to meet its needs"
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U02,"Plants and animals have basic needs, including air, water, food and shelter; the places where they live meet those needs",,"Recognising how cultural protocols (ethical principles that guide behaviour in particular situations when interacting with Aboriginal and/or Torres Strait Islander Peoples and that are designed to protect Aboriginal and Torres Strait Islander cultural and intellectual property rights) around caring for Country and Place result in the promotion, preservation and protection of living things and the environment"
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U02,"Plants and animals have basic needs, including air, water, food and shelter; the places where they live meet those needs",,"Exploring why caring for plants and animals is important, including as sources of food and fibre"
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U03,"Plants and animals have external features that perform different functions to enable their survival; in plants these features include roots, stems, leaves, flowers, fruit, bulbs, trunks and branches while different features in animals enable them to move, breathe, eat and respond to their environment",,"Comparing the roots, leaves, flowers and stems of different plants"
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U03,"Plants and animals have external features that perform different functions to enable their survival; in plants these features include roots, stems, leaves, flowers, fruit, bulbs, trunks and branches while different features in animals enable them to move, breathe, eat and respond to their environment",,Investigating the movement of water in plants by observing what happens when a celery stick is placed in a glass of water to which food colouring has been added
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U03,"Plants and animals have external features that perform different functions to enable their survival; in plants these features include roots, stems, leaves, flowers, fruit, bulbs, trunks and branches while different features in animals enable them to move, breathe, eat and respond to their environment",,"Exploring how the 5 human sensory organs (eyes, ears, skin, nose and tongue) detect and respond to what is happening around them, and comparing the importance of sensory organs for different animals, such as in echolocation used by bats"
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U03,"Plants and animals have external features that perform different functions to enable their survival; in plants these features include roots, stems, leaves, flowers, fruit, bulbs, trunks and branches while different features in animals enable them to move, breathe, eat and respond to their environment",,"Exploring why animals, including humans, have different teeth and how this relates to diets (herbivores, carnivores and omnivores)"
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U03,"Plants and animals have external features that perform different functions to enable their survival; in plants these features include roots, stems, leaves, flowers, fruit, bulbs, trunks and branches while different features in animals enable them to move, breathe, eat and respond to their environment",,"Investigating how Aboriginal and/or Torres Strait Islander Peoples’ observations of external features of living things, such as the way that different animals move and behave, can be represented in traditional dance"
Science,Foundation to Level 2,Science Understanding,Biological sciences,VC2S2U03,"Plants and animals have external features that perform different functions to enable their survival; in plants these features include roots, stems, leaves, flowers, fruit, bulbs, trunks and branches while different features in animals enable them to move, breathe, eat and respond to their environment",,"Grouping animals on the basis of common features, for example identifying how different animals use their tails or comparing body coverings of different animals, such as scales, fur, hair and skin"
Science,Foundation to Level 2,Science Understanding,Chemical sciences,VC2S2U04,Objects can be made of one or more different materials; these materials have observable properties,,Observing and manipulating objects to identify the materials these are made from and recognising that some objects are made of more than one type of material
Science,Foundation to Level 2,Science Understanding,Chemical sciences,VC2S2U04,Objects can be made of one or more different materials; these materials have observable properties,,"Identifying and naming materials in the classroom, and grouping objects made of similar materials or combinations of materials"
Science,Foundation to Level 2,Science Understanding,Chemical sciences,VC2S2U04,Objects can be made of one or more different materials; these materials have observable properties,,Recognising that tools such as magnifying glasses enable observation in more detail
Science,Foundation to Level 2,Science Understanding,Chemical sciences,VC2S2U04,Objects can be made of one or more different materials; these materials have observable properties,,"Sorting and grouping materials based on observed properties such as colour, hardness, texture and flexibility"
Science,Foundation to Level 2,Science Understanding,Chemical sciences,VC2S2U04,Objects can be made of one or more different materials; these materials have observable properties,,"Investigating the ways that Aboriginal and/or Torres Strait Islander Peoples have constructed and continue to construct material culture (physical aspects of the objects that surround people including the creation and use of objects such as tools, housing and clothing, including the trade of articles, as well as the behaviours, norms and rituals associated with these objects) for different purposes by combining different materials, such as hafted stone artefacts (stone points that are put into a spear and secured with sinew) and eel baskets (fibre technologies crafted together, e.g. eel baskets woven by the Gunditjmara People from local river weeds and spear grass)"
Science,Foundation to Level 2,Science Understanding,Chemical sciences,VC2S2U04,Objects can be made of one or more different materials; these materials have observable properties,,"Creating a display of different materials, naming each material and exploring language to describe the properties of materials"
Science,Foundation to Level 2,Science Understanding,Chemical sciences,VC2S2U04,Objects can be made of one or more different materials; these materials have observable properties,,"Using a digital camera to collect images of objects on a materials scavenger hunt, and sorting the images into those that show objects made of one material and those that show objects made of 2 or more different materials"
Science,Foundation to Level 2,Science Understanding,Chemical sciences,VC2S2U05,Materials can be combined in a variety of ways for particular purposes; the properties of objects and mixtures can differ from the properties of the materials from which they are made,,Predicting and comparing how different materials can be combined for different purposes
Science,Foundation to Level 2,Science Understanding,Chemical sciences,VC2S2U05,Materials can be combined in a variety of ways for particular purposes; the properties of objects and mixtures can differ from the properties of the materials from which they are made,,"Investigating how food can be mixed to form different products such as jelly, ice cream and cake"
Science,Foundation to Level 2,Science Understanding,Chemical sciences,VC2S2U05,Materials can be combined in a variety of ways for particular purposes; the properties of objects and mixtures can differ from the properties of the materials from which they are made,,Suggesting why different parts of everyday objects such as toys and clothes are made from different materials
Science,Foundation to Level 2,Science Understanding,Chemical sciences,VC2S2U05,Materials can be combined in a variety of ways for particular purposes; the properties of objects and mixtures can differ from the properties of the materials from which they are made,,"Investigating the ways that Aboriginal and/or Torres Strait Islander Peoples have constructed and continue to construct material culture for different purposes by combining different materials, for example sewing together possum pelts with sinew to make cloaks and decorating them with ochre or constructing contemporary jewellery that includes feathers, woven fibre technologies and shells"
Science,Foundation to Level 2,Science Understanding,Chemical sciences,VC2S2U05,Materials can be combined in a variety of ways for particular purposes; the properties of objects and mixtures can differ from the properties of the materials from which they are made,,"Investigating how different proportions of sand and water, as examples of mixtures, can affect the construction and stability of sandcastles"
Science,Foundation to Level 2,Science Understanding,Chemical sciences,VC2S2U06,"Materials can be changed physically by different actions without changing their material composition, including by bending, twisting, stretching, crushing, squashing and breaking into smaller pieces",,"Exploring how materials can be physically changed to suit a particular purpose, such as twisting strands of cotton or wool together to make the thread stronger, and folding paper to make it fly"
Science,Foundation to Level 2,Science Understanding,Chemical sciences,VC2S2U06,"Materials can be changed physically by different actions without changing their material composition, including by bending, twisting, stretching, crushing, squashing and breaking into smaller pieces",,"Manipulating materials such as paper and fabric, and determining ways that these can be physically changed by scrunching, twisting or bending, or broken into smaller pieces by cutting, tearing or crushing"
Science,Foundation to Level 2,Science Understanding,Chemical sciences,VC2S2U06,"Materials can be changed physically by different actions without changing their material composition, including by bending, twisting, stretching, crushing, squashing and breaking into smaller pieces",,"Crushing a stick of chalk into a powder, comparing the properties of the stick and the powder, and discussing whether it is still the same material"
Science,Foundation to Level 2,Science Understanding,Chemical sciences,VC2S2U06,"Materials can be changed physically by different actions without changing their material composition, including by bending, twisting, stretching, crushing, squashing and breaking into smaller pieces",,"Investigating how Aboriginal and/or Torres Strait Islander Peoples make physical changes to natural materials to produce material culture, for example in fibre technologies (such as basketry and fishing lines), pigments (such as ochre and medicines) and timberworking (such as working saplings to form boundary markers)"
Science,Foundation to Level 2,Science Understanding,Chemical sciences,VC2S2U06,"Materials can be changed physically by different actions without changing their material composition, including by bending, twisting, stretching, crushing, squashing and breaking into smaller pieces",,"Creating an ‘odd one out’ game by providing samples of the same material that has been physically changed in different ways and one sample of a different material, and challenging other students to identify the odd one out"
Science,Foundation to Level 2,Science Understanding,Earth and space sciences,VC2S2U07,Daily and seasonal changes in the weather and the environment can be observed and affect decisions made in everyday life,,"Making and recording observations of phenomena such as changes to weather, and seasonal changes to plants such as colour and dropping of leaves, and growth of flowers and fruit"
Science,Foundation to Level 2,Science Understanding,Earth and space sciences,VC2S2U07,Daily and seasonal changes in the weather and the environment can be observed and affect decisions made in everyday life,,Noticing how daily weather indicators and seasonal patterns help them to make plans for activities in their daily lives
Science,Foundation to Level 2,Science Understanding,Earth and space sciences,VC2S2U07,Daily and seasonal changes in the weather and the environment can be observed and affect decisions made in everyday life,,Exploring how Aboriginal and/or Torres Strait Islander Peoples use particular concepts of time and weather patterns to explain how things happen in the world
