Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration
Levels 1 and 2,Exploring,,VC2ADA2E01,"Explore where, when, why and how communities and cultures make dance, including dances by Aboriginal and Torres Strait Islander Peoples",,"Asking viewpoint questions, such as ‘Why do artists make dance?’, ‘Do I dance?’ and ‘What types of dancing do I do?’"
Levels 1 and 2,Exploring,,VC2ADA2E01,"Explore where, when, why and how communities and cultures make dance, including dances by Aboriginal and Torres Strait Islander Peoples",,"Exploring dance across cultures, communities and other contexts through inquiry and practical investigations, such as learning dances"
Levels 1 and 2,Exploring,,VC2ADA2E01,"Explore where, when, why and how communities and cultures make dance, including dances by Aboriginal and Torres Strait Islander Peoples",,Experiencing examples of dance choreographed and performed by Aboriginal and Torres Strait Islander people
Levels 1 and 2,Exploring,,VC2ADA2E01,"Explore where, when, why and how communities and cultures make dance, including dances by Aboriginal and Torres Strait Islander Peoples",,"Exploring options for creating and extending movements, individually and then with a partner; for example, forming and changing shapes within space"
Levels 1 and 2,Exploring,,VC2ADA2E01,"Explore where, when, why and how communities and cultures make dance, including dances by Aboriginal and Torres Strait Islander Peoples",,"Using questions to explore ways dancers consider how they can communicate an emotion or idea, how a shape can be varied or how 2 shapes can be combined"
Levels 1 and 2,Exploring,,VC2ADA2E01,"Explore where, when, why and how communities and cultures make dance, including dances by Aboriginal and Torres Strait Islander Peoples",,Using stimulus materials to explore ideas for dance or identifying patterns in images and recreating the ideas through movement
Levels 1 and 2,Developing Practices,,VC2ADA2D01,Develop practices for creating and presenting using the elements of dance and the awareness of safe dance practices,,"Using viewpoint questions as a prompt for developing movement possibilities, such as ‘What levels are you using in this dance and why?’, ‘How are you communicating your ideas and intentions in this dance?’, ‘Are there other body parts you can use for this movement?’, ‘What is time?’ and ‘What is space?’, to explore and discuss what each of the elements of dance means"
Levels 1 and 2,Developing Practices,,VC2ADA2D01,Develop practices for creating and presenting using the elements of dance and the awareness of safe dance practices,,"Using improvisation to explore movement possibilities in response to a stimulus such as imagery, music or shared stories, or exploring fundamental movements safely to develop ideas for movement, for example ideas about familiar situations, objects, animals or environments"
Levels 1 and 2,Developing Practices,,VC2ADA2D01,Develop practices for creating and presenting using the elements of dance and the awareness of safe dance practices,,"Experimenting with different ‘energies’ in a dance (for example, strong, slow, bursting, melting, bubbling, whirling, slinking or exploding) by exploring one element, such as space, then adding different energies, such as flowing, the use of tension or weight, or experimenting with differences in time such as slow motion, fast motion or repetition"
Levels 1 and 2,Developing Practices,,VC2ADA2D01,Develop practices for creating and presenting using the elements of dance and the awareness of safe dance practices,,"Improvising movements in response to prompts such as ‘Make a long, narrow shape’, ‘Stretch the shape as wide as possible’, ‘Make your shape long, narrow and low/high’, ‘Connect your shape with the shape another person has made’ and ‘Make your combined shape move sideways/forwards/in a circle/backwards’"
Levels 1 and 2,Developing Practices,,VC2ADA2D01,Develop practices for creating and presenting using the elements of dance and the awareness of safe dance practices,,"Developing awareness of, and taking responsibility for, their own safe dance practice; for example, being aware of self and others in the dance space, moving with care, respecting others dancing in the space, and developing an awareness of the boundaries of the dance space and what their bodies need, such as getting a drink to hydrate themselves after dance activities"
Levels 1 and 2,Creating,,VC2ADA2C01,Create dance works that use physical and expressive skills to communicate ideas,,Creating a dance sequence that represents a significant weather event
Levels 1 and 2,Creating,,VC2ADA2C01,Create dance works that use physical and expressive skills to communicate ideas,,Using specific music/sound choices as inspiration for a dance
Levels 1 and 2,Creating,,VC2ADA2C01,Create dance works that use physical and expressive skills to communicate ideas,,"Devising a dance sequence; for example, devising a starting shape and a way of moving to another place in the dance space (considering level, direction, locomotor and non-locomotor movements), and then combining their ideas with a partner or small group to extend the sequence"
Levels 1 and 2,Creating,,VC2ADA2C01,Create dance works that use physical and expressive skills to communicate ideas,,"Using ideas from an exploration of how they maintain balance, manipulate their posture or move specific body parts, noting similarities and differences across individuals, groups or the whole class, to create a dance sequence"
Levels 1 and 2,Creating,,VC2ADA2C01,Create dance works that use physical and expressive skills to communicate ideas,,Using their own words and learnt dance terminology to share ideas about the dance they are creating
Levels 1 and 2,Presenting,,VC2ADA2P01,Present and share dance works that communicate ideas to an audience in informal settings,,"Using viewpoint questions to respond to dances they watch, such as ‘What did this dance make you think about?’, ‘Did the dance movements remind you of anything?’ and ‘How did the dancer communicate the ideas or intention in this dance?’"
Levels 1 and 2,Presenting,,VC2ADA2P01,Present and share dance works that communicate ideas to an audience in informal settings,,Presenting a learnt sequence of movements or performing dances they have learnt to peers and teachers
Levels 1 and 2,Presenting,,VC2ADA2P01,Present and share dance works that communicate ideas to an audience in informal settings,,"Presenting ideas to an audience through movement that may be based on a theme or idea, for example ‘heavy and light’ through stamping heavily and tip­toeing ‘lightly’, ‘frozen and melting’ or ‘robotic’"
